PATHWAY SORTORDER,BIOCHEMICAL,SUPER PATHWAY,SUB PATHWAY,COMP ID,PLATFORM,CHEMICAL ID,RI,MASS,PUBCHEM,CAS,KEGG,HMDB,CB41,CB42,CB43,CB56,CB58,CB59,CB61,CB62,CB63,CB46,CB47,CB48,CB49,CB50,CB51,CB52,CB53,CB54
634,gamma-glutamylglutamate,Peptide,Gamma-glutamyl Amino Acid,36738,LC/MS Pos Early,331,1775,277.103,92865,1116-22-9,C05282,HMDB0011737,0.3109,0.1738,0.3234,1.1133,1.0702,0.843,1.4428,1.3397,1.3068,0.6697,0.4256,0.8488,1.5695,1.4802,1.2621,1.0906,0.9298,0.2765
635,gamma-glutamylglutamine,Peptide,Gamma-glutamyl Amino Acid,2730,LC/MS Pos Early,1140,1430,276.119,150914,10148-81-9,C05283,HMDB0011738,0.35,0.4028,0.284,1.0423,1.1429,0.9274,1.6097,1.0702,1.8738,0.4987,0.3718,1.0399,1.3577,0.8164,2.381,1.2174,0.9601,0.2762
636,gamma-glutamylglycine,Peptide,Gamma-glutamyl Amino Acid,33949,LC/MS Pos Early,100001294,1535,205.0819,100099,1948-29-4,,HMDB0011667,0.8674,0.3421,0.6281,1.773,0.9649,1.442,1.5806,0.7817,1.0351,0.952,0.6557,0.8548,1.0893,1.1308,1.7409,1.1555,1.1169,0.5459
637,gamma-glutamylhistidine,Peptide,Gamma-glutamyl Amino Acid,18245,LC/MS Pos Early,1235,2740,285.1194,7017195,37460-15-4,,HMDB0029151,0.4794,0.2519,0.4167,1.7179,0.9908,1.2825,1.5112,0.9033,1.1588,0.6826,0.4302,0.7012,1.1502,1.0092,1.8803,1.2461,1.1169,0.46
638,gamma-glutamylisoleucine*,Peptide,Gamma-glutamyl Amino Acid,34456,LC/MS Pos Early,100001485,2940,261.1445,22885096,,,HMDB0011170,0.67,0.1762,0.381,2.1457,1.0854,1.2876,1.2214,0.8337,1.4165,0.7441,0.981,0.3663,1.019,0.8652,1.7027,1.0354,1.5001,0.6434
639,gamma-glutamylleucine,Peptide,Gamma-glutamyl Amino Acid,18369,LC/MS Pos Early,1268,2991,261.1445,151023,2566-39-4,,HMDB0011171,0.5323,0.4438,0.3925,1.1318,1.376,1.2591,1.6159,1.0484,1.7632,0.569,0.6884,0.9516,1.438,0.6751,1.9495,1.4359,0.9013,0.5716
642,gamma-glutamylmethionine,Peptide,Gamma-glutamyl Amino Acid,44872,LC/MS Pos Early,100001313,2640,279.1009,7009567,17663-87-5,,HMDB0029155,0.3665,0.337,0.1634,1.2666,1.5779,1.0539,2.0882,1.2446,2.7524,0.1772,0.2817,0.9461,1.5966,0.397,3.4561,1.558,0.9024,0.3098
643,gamma-glutamylphenylalanine,Peptide,Gamma-glutamyl Amino Acid,33422,LC/MS Pos Early,100000491,2992,295.1289,111299,7432-24-8,,HMDB0000594,0.4195,0.3773,0.7024,1.2307,1.0555,1.1861,1.6302,1.015,1.1683,0.985,0.6106,0.7294,0.9687,1.0881,1.0203,1.0387,0.6856,0.2279
648,gamma-glutamylserine,Peptide,Gamma-glutamyl Amino Acid,54914,LC/MS Pos Early,100009231,1351,235.0925,22844748,5875-35-4,,HMDB0029158,0.5217,0.2817,0.3675,1.4366,1.0476,1.2151,1.8602,0.9028,1.8441,0.6549,0.4768,0.9421,1.4254,0.9524,2.5637,1.371,1.1029,0.3848
644,gamma-glutamylthreonine,Peptide,Gamma-glutamyl Amino Acid,33364,LC/MS Pos Early,100001314,1750,249.1081,76078708,5652-48-2,,HMDB0029159,0.5093,0.2955,0.4007,1.666,0.787,1.0888,1.3484,0.75,1.2059,0.6066,1.0162,0.7046,1.1737,0.9838,1.6894,1.114,1.0222,0.472
645,gamma-glutamyltryptophan,Peptide,Gamma-glutamyl Amino Acid,33947,LC/MS Neg,100001295,1960,332.1252,3989307,66471-20-3,,HMDB0029160,0.419,0.2055,0.2629,1.0794,0.9361,1.1001,1.3806,1.5032,1.2415,0.4513,0.3232,0.8333,1.9136,1.0639,1.4859,1.0729,0.8018,0.3598
646,gamma-glutamyltyrosine,Peptide,Gamma-glutamyl Amino Acid,2734,LC/MS Pos Early,1102,2518,311.1238,94340,7432-23-7,,HMDB0011741,0.3763,0.3691,0.7281,1.1963,1.1515,1.0568,1.7193,1.3579,1.1625,0.8478,0.5138,0.6716,1.0785,1.1561,0.9802,1.0198,0.8347,0.2751
647,gamma-glutamylvaline,Peptide,Gamma-glutamyl Amino Acid,43829,LC/MS Pos Early,100001126,2700,247.1289,7015683,2746-34-1,,HMDB0011172,0.6346,0.2599,0.2599,2.6232,0.8433,1.3203,1.786,0.9408,1.0298,0.6173,1,0.6328,1.1129,0.9904,1.8751,1.4555,1.2118,0.4629
4379,gamma-tocopherol/beta-tocopherol,Cofactors and Vitamins,Tocopherol Metabolism,52473,LC/MS Pos Late,100008998,2384,416.3643,,,"C14152,C02483","HMDB0006335,HMDB0001492",0.8672,1.0895,0.9234,0.9724,0.851,0.8579,0.7462,1.0589,0.9689,1.2939,1.2125,1.0276,1.1242,1.0892,0.7671,0.9529,1.4028,1.3033
4364,gamma-tocotrienol,Cofactors and Vitamins,Tocopherol Metabolism,37501,LC/MS Pos Late,100001981,1918,410.3179,5282349,14101-61-2,C14155,HMDB0012958,0.6178,1.2125,0.8707,0.8267,0.7293,0.7829,0.7637,1.0057,0.9943,1.5627,1.0852,1.1262,1.0891,1.0357,0.5983,0.8897,1.52,1.1462
4687,genistein,Xenobiotics,Food Component/Plant,32448,LC/MS Neg,100001221,3754,269.0455,5280961,446-72-0,C06563,HMDB0003217,0.6289,1.7432,1.2589,1.1126,0.9032,0.5697,0.6113,1.4828,0.8407,1.6041,4.696,1.1818,0.9737,0.899,0.8578,0.7668,1.0263,1.113
4688,genistein glucuronide*,Xenobiotics,Food Component/Plant,62063,LC/MS Neg,100020216,2895,445.0776,,,,,1.7696,1.4387,1.8204,2.5551,1.2877,1.6475,1.3932,1.1254,0.8664,1.0528,0.2223,0.9281,0.5691,0.9351,0.9081,0.8072,0.9472,0.5565
4871,genistein sulfate*,Xenobiotics,Food Component/Plant,62061,LC/MS Neg,100020207,3616,349.0024,,,,,1.2052,1.1359,1.245,1.429,0.9234,1.2118,1.1571,1.0011,0.9803,1.3146,0.2613,0.82,0.6528,0.9989,0.9985,1.0262,0.9371,0.843
4918,glucoheptose,Xenobiotics,Food Component/Plant,20705,LC/MS Polar,100000852,2573,209.0667,76599,62475-58-5,,,1.4328,1.6324,1.3703,1.4662,0.9168,1.4225,1.1985,0.675,0.6768,1.1489,0.461,0.5412,0.3342,1.0832,0.7547,1.1618,0.5555,0.1702
4802,gluconate,Xenobiotics,Food Component/Plant,587,LC/MS Polar,338,2922,195.051,3085666;10690,527-07-1,C00257,HMDB0000625,1.5286,3.6346,1.7795,2.2028,0.9925,1.239,1.7369,0.5947,0.8731,1.789,0.35,0.4439,0.3468,0.768,1.0075,1.0455,0.3407,0.0528
1223,glucose,Carbohydrate,"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",48152,LC/MS Polar,572,2342,225.0616,5793,50-99-7,C00031,HMDB0000122,0.3521,0.7347,0.7186,0.2558,0.5582,0.5156,0.8831,1.7793,0.5935,1.5617,1.481,1.3929,1.1246,0.9935,2.0099,1.0065,1.5314,1.1727
1406,glucuronate,Carbohydrate,Aminosugar Metabolism,15443,LC/MS Polar,100000257,3233.3,193.0354,441478;94715;23677976;65041;444791,207300-70-7,C16245,HMDB0000127,1.585,0.5762,0.7431,2.0968,1.035,1.543,0.8834,1.0569,1.1405,0.5681,0.8043,0.863,1.1426,0.965,1.1524,0.901,1.2882,0.8047
44,glutamate,Amino Acid,Glutamate Metabolism,57,LC/MS Pos Early,561,1500,148.0604,33032,56-86-0,"C00025,C00217",HMDB0000148,0.6088,0.8224,0.8063,0.8937,1.4798,0.7356,1.3866,1.1606,1.8987,0.6502,0.7811,1.1063,1.2425,0.7374,2.8154,1.1961,1.2065,0.7847
54,"glutamate, gamma-methyl ester",Amino Acid,Glutamate Metabolism,33487,LC/MS Pos Early,100001103,2170,162.0761,68662,1499-55-4;1499-55-4,,HMDB0061715,1.0657,0.5873,0.9853,1.6881,0.7076,1.5612,1.0147,0.7416,0.6498,0.6133,0.5219,0.8422,0.7101,1.0947,1.4548,1.1795,1.6046,1.2534
45,glutamine,Amino Acid,Glutamate Metabolism,53,LC/MS Pos Early,563,1291,147.0764,5961,56-85-9,C00064,HMDB0000641,0.6512,1.2337,0.8851,0.837,1.8224,0.9174,1.4647,0.9663,2.4859,0.7761,0.8179,1.5125,1.3307,0.5117,3.4022,1.4069,1.0337,0.7324
6396,glutamine conjugate of C6H10O2 (2)*,Partially Characterized Molecules,Partially Characterized Molecules,63660,LC/MS Neg,100020262,2526,241.1194,,,,,0.2812,1.1327,1.4056,1.0743,1.3994,1.0005,0.6319,0.7909,0.2812,0.9284,1.0097,1.1983,0.2812,0.8222,0.4366,1.017,0.9995,0.6556
6448,glutamine_degradant*,Partially Characterized Molecules,Partially Characterized Molecules,46225,LC/MS Pos Early,100001540,1900,129.0659,,2353-44-8,,,1.0588,0.9985,1.1103,1.0254,1.0375,0.497,0.7608,0.5949,0.9449,1.1474,1.0322,0.9441,0.535,1.0878,0.817,1.0015,0.8724,1.3457
794,glutaminylleucine,Peptide,Dipeptide,42994,LC/MS Pos Early,100003160,3009,260.1605,44232492,,,HMDB0028801,0.563,0.9311,1.1261,0.2711,1.141,0.5168,0.7747,1.4965,1.482,2.8799,1.5154,1.1183,1.0273,1.3026,0.7384,0.7851,0.6399,0.9727
1659,glutarate (C5-DC),Lipid,"Fatty Acid, Dicarboxylate",396,LC/MS Polar,339,2900,131.035,743;4418048,110-94-1,C00489,HMDB0000661,1.3517,0.5836,0.5836,1.3692,0.8731,0.7242,0.9934,0.7754,1.0286,0.8439,0.5836,0.5836,0.9151,1.2457,1.4509,1.7767,1.0066,0.5836
127,glutarylcarnitine (C5-DC),Amino Acid,Lysine Metabolism,44664,LC/MS Pos Early,100001593,2393,276.1442,71317118,102636-82-8,,HMDB0013130,3.1786,0.7122,0.8681,3.8594,1.3143,2.3532,0.7345,1.156,1.9103,0.4786,0.4786,0.4858,1.4754,1.138,0.9421,0.7331,0.7424,1
1243,glycerate,Carbohydrate,"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",1572,LC/MS Polar,1052,2070.4,105.0193,752;439194,600-19-1,C00258,"HMDB0006372,HMDB0000139",0.8337,0.7337,0.7488,0.9795,1.606,0.7144,0.7959,1.5629,1.7571,1.0205,0.9409,1.1048,0.8339,1.2921,2.2905,1.0431,1.4152,0.9374
2841,glycerol,Lipid,Glycerolipid Metabolism,15122,LC/MS Neg,1254,758,91.0401,753,56-81-5,C00116,HMDB0000131,0.5095,0.9305,0.8873,1.0941,1.2962,0.6915,1.1961,1.131,1.596,1.0786,0.7226,3.9278,1.0257,0.3649,2.1949,0.9705,0.9743,0.4024
2842,glycerol 3-phosphate,Lipid,Glycerolipid Metabolism,43847,LC/MS Pos Early,100000258,580,173.021,754,29849-82-9,C0093,HMDB0000126,0.4482,1.3692,0.5207,0.6397,1.7474,0.8092,1.7112,0.5097,4.0762,0.4308,1.2862,1.4187,1.1908,0.4787,1.4512,1.4869,0.6141,0.4277
2240,glycerophosphoethanolamine,Lipid,Phospholipid Metabolism,37455,LC/MS Pos Early,100001620,659,216.0632,123874,33049-08-0,C01233,HMDB0000114,0.7129,1.0101,0.456,0.7401,2.0467,1.2346,2.3582,0.6073,3.418,0.4776,0.7287,1.6378,1.5686,0.3235,2.2873,1.8746,0.9899,0.7138
2847,glycerophosphoglycerol,Lipid,Glycerolipid Metabolism,48857,LC/MS Polar,100001619,2430,245.0432,54575349,,C03274,HMDB0240316,0.5256,0.6336,0.5436,0.8659,1.4085,0.7698,0.9743,1.4314,1.8799,0.5609,1.0282,1.0937,1.0699,0.5588,1.6768,1.0257,1.1616,0.9203
2242,glycerophosphoinositol*,Lipid,Phospholipid Metabolism,52307,LC/MS Pos Early,100001621,516,335.0738,167572,16824-65-0,,,1.2793,0.8932,1.0251,1.195,0.9749,1.2043,1.15,0.8355,0.6855,1.0514,0.5809,0.8686,0.7376,0.6882,1.7053,1.3093,1.5883,0.4257
2236,glycerophosphorylcholine (GPC),Lipid,Phospholipid Metabolism,15990,LC/MS Pos Early,100000269,672,258.1101,71920,28319-77-9,C00670,HMDB0000086,0.654,1.9654,0.6388,1.0334,1.383,1.5927,2.01,0.2858,2.4446,0.3576,0.2407,1.2231,1.0021,0.0711,0.9979,1.0928,0.3368,0.4278
2241,glycerophosphoserine*,Lipid,Phospholipid Metabolism,57404,LC/MS Pos Early,100015666,577,260.053,3081457,,,,1.002,0.5627,0.578,2.0325,1.0346,1.2998,1.4608,0.6718,1.5808,0.6219,0.4781,0.9121,0.998,0.4831,3.1462,1.0931,1.8167,0.8408
1,glycine,Amino Acid,"Glycine, Serine and Threonine Metabolism",58,LC/MS Pos Early,340,1375,76.0393,750,56-40-6,C00037,HMDB0000123,0.6927,0.7045,0.6627,0.9958,1.3525,0.8978,1.5924,1.0042,1.9024,0.6615,0.6588,1.1853,1.2813,0.6292,3.3054,1.36,1.1393,0.7309
4919,glycitein,Xenobiotics,Food Component/Plant,34024,LC/MS Pos Late,100001222,700,285.0758,5317750,40957-83-3,C14536,HMDB0005781,0.498,0.8243,0.9204,1.4133,0.647,0.4471,0.5542,1.3386,0.652,1.5219,6.2616,1.0034,0.8013,2.4863,0.9966,1.4948,1.3761,2.6137
4921,glycitein glucuronide (2)*,Xenobiotics,Food Component/Plant,63735,LC/MS Neg,100021011,2733,459.0933,,,,,1.0901,0.9825,1.2252,2.0066,1.0766,1.1754,1.2716,0.9627,0.9464,1.0337,0.1597,0.9194,0.5526,1.4679,0.8941,0.9961,1.0039,0.9781
4923,glycitein sulfate (2),Xenobiotics,Food Component/Plant,62887,LC/MS Neg,100021092,3400,363.018,,,,,0.8734,0.7609,0.8116,1.3528,0.9934,1.0293,1.0066,1.023,0.9239,1.1642,0.1492,0.9735,0.6407,1.5379,0.8616,1.1786,1.3095,1.216
3460,glycochenodeoxycholate,Lipid,Primary Bile Acid Metabolism,32346,LC/MS Neg,1628,5236.1,448.3068,12544,16564-43-5,C05466,HMDB0000637,0.1138,0.5353,0.4251,0.1138,0.3014,0.1138,0.1138,1.1912,0.8918,0.1138,1.7272,1.5973,2.5743,0.8062,0.3328,1.1082,2.5408,2.2975
3453,glycocholate,Lipid,Primary Bile Acid Metabolism,18476,LC/MS Neg,342,5163,464.3018,10140,475-31-0;863-57-0,C01921,HMDB0000138,0.4195,0.4763,0.9812,0.3099,0.5979,0.6367,0.7883,2.1848,1.3246,0.711,1.9574,1.0023,1.7339,1.1035,0.9977,1.1686,2.2308,1.659
3476,glycocholate sulfate,Lipid,Primary Bile Acid Metabolism,52967,LC/MS Neg,100006639,4560,271.6257,,,,,0.2814,0.1989,0.2866,0.1989,0.1989,0.7049,0.6718,1.0466,1.0858,1,0.9065,0.6875,1.2981,1.7326,1.2187,1.2444,1.6122,0.1989
3485,glycodeoxycholate,Lipid,Secondary Bile Acid Metabolism,18477,LC/MS Neg,100000436,5281,448.3068,3035026,360-65-6,C05464,HMDB00631,0.3827,0.4521,0.6072,0.3296,1.1791,0.2619,0.2619,3.2514,1.0188,0.9249,2.0334,1.7026,1.8795,1,0.5861,0.8248,1.6157,1.468
3057,glycosyl-N-palmitoyl-sphingosine (d18:1/16:0),Lipid,Hexosylceramides (HCER),53013,LC/MS Pos Late,100009272,2623,700.5722,,,,,0.1962,0.1962,0.1962,0.2794,1.7657,0.7288,1.9293,0.1962,1.9104,0.1962,0.1962,0.6714,1.2712,0.1962,4.6788,1.4695,0.5386,0.4551
3512,glycoursodeoxycholate,Lipid,Secondary Bile Acid Metabolism,39379,LC/MS Neg,100002911,5033,448.3068,12310288,64480-66-6,,HMDB0000708,0.4775,1,1.2948,0.445,0.8808,0.8561,0.7189,1.1221,2.8599,0.7284,1.5584,1.2226,2.3763,0.658,0.445,1.3343,2.7098,0.8526
818,glycylisoleucine,Peptide,Dipeptide,36659,LC/MS Pos Early,100001790,3002,189.1234,259613,19461-38-2,,HMDB0028844,0.54,1.1326,1.1257,0.4083,1.1346,0.5406,0.5171,1.0295,1.5355,1.8196,1.4746,0.9548,1.1287,0.7625,1.3925,0.9705,0.6777,0.673
819,glycylleucine,Peptide,Dipeptide,34398,LC/MS Pos Early,100001258,3059,189.1234,92843,869-19-2,C02155,HMDB0000759,0.4637,0.9901,1.154,0.3988,1.4317,0.4932,0.4674,2.2495,1.6384,1.5347,1.7205,1.0039,0.8894,0.8953,0.9961,0.7806,1.0487,1.1828
829,glycylvaline,Peptide,Dipeptide,18357,LC/MS Pos Early,100000487,2734,175.1077,2724807,1963-21-9,,HMDB0028854,0.5977,1.046,0.9327,0.5325,1.3567,0.7632,0.6002,1.5759,1.1414,1.3652,1.3472,1.0274,0.8866,0.8926,1.4838,0.9726,0.939,1.2967
4498,guaiacol sulfate,Xenobiotics,Benzoate Metabolism,46111,LC/MS Neg,100004208,2344,203.002,22473,,,HMDB0060013,4.7714,0.6468,0.6781,3.6749,0.9672,0.6468,0.7236,0.6468,2.0101,0.6468,0.6468,0.6468,0.6468,0.8635,1.8243,1.0328,0.6468,0.6468
527,guanidinoacetate,Amino Acid,Creatine Metabolism,43802,LC/MS Pos Early,344,1937,118.0611,763,352-97-6,C00581,HMDB0000128,0.8186,0.5104,0.4064,1.2367,1.2887,0.961,1.0368,1.0752,1.7776,0.5987,0.6496,0.9436,1.2932,0.9228,2.3828,1.8927,0.9632,1.1839
4181,guanine,Nucleotide,"Purine Metabolism, Guanine containing",32352,LC/MS Pos Early,172,2032,152.0567,135398634,73-40-5,C00242,HMDB0000132,0.3649,0.3266,0.3522,0.6769,2.2591,0.9671,0.9965,3.1759,1.3939,1.0167,0.6917,1.0035,2.7763,0.8534,3.2529,0.9193,2.8126,2.0892
4180,guanosine,Nucleotide,"Purine Metabolism, Guanine containing",1573,LC/MS Pos Early,1099,1728,284.099,6802,118-00-3,C00387,HMDB0000133,0.3832,1.8605,0.7565,0.2978,0.8551,0.723,2.2738,2.8608,1.1449,0.4075,2.7119,2.515,1.9764,0.8439,2.5215,1.953,0.6411,0.5374
4354,gulonate*,Cofactors and Vitamins,Ascorbate and Aldarate Metabolism,46957,LC/MS Polar,100001586,2750,195.051,152304,20246-53-1,C00800,HMDB0003290,1.7892,1.7612,1.1507,2.3063,1.1967,1.2236,0.9988,0.4434,1.2074,1.0153,0.3862,0.4107,0.3807,0.8384,0.7645,1.0012,0.4912,0.1355
3168,heptadecasphingosine (d17:1),Lipid,Sphingosines,57427,LC/MS Pos Late,100015724,1377,286.2741,5283557,6918-48-5,,,0.2741,0.3157,0.4914,1.0042,1.1475,0.7043,0.2935,1.6434,1.7656,0.142,0.7086,0.6945,1.3984,0.142,1.3386,1.1422,1.7525,1
1552,heptadecatrienoate (17:3)*,Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),62383,LC/MS Neg,100020715,5390,263.2017,16061034,,C16344,,0.5027,1.0662,1.0022,0.5027,1.0478,0.5027,1.2416,0.9007,0.7668,1.7486,0.763,3.3678,0.9901,0.7932,1.7988,0.5027,0.9978,0.5027
1490,heptanoate (7:0),Lipid,Medium Chain Fatty Acid,1644,LC/MS Neg,925,3670,129.0921,8094,111-14-8,C17714,HMDB0000666,0.8904,0.6299,2.1121,0.8275,0.9564,1.1612,1.0533,0.4995,0.7033,1.0805,0.608,1.0436,1.5274,4.3867,1.0479,0.5413,2.4742,0.9106
1566,hexadecadienoate (16:2n6),Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),57652,LC/MS Neg,100009394,5398,251.2017,13932172,28290-73-5,,HMDB0000477,0.4988,0.5127,0.5628,1.0751,1.2653,0.9249,2.0368,0.7211,2.1373,0.5667,0.5142,8.2883,1.3822,0.4582,5.7816,1.8666,1.2831,0.5065
1695,hexadecanedioate (C16),Lipid,"Fatty Acid, Dicarboxylate",35678,LC/MS Neg,100001614,4615,285.2071,10459,505-54-4,C19615,HMDB0000672,0.659,0.8316,0.9357,0.904,1.1384,0.925,1.0781,1.2309,0.7873,0.6827,1.0673,1.0643,1.3733,0.7697,1.2256,1.237,1.5807,0.7181
1551,hexadecatrienoate (16:3n3),Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),57651,LC/MS Neg,100009393,5330,249.186,91820460,7561-64-0,,,0.4633,0.579,0.6132,1.0613,1.2745,0.9387,2.5362,0.7126,1.7627,0.4424,0.5804,8.7979,1.3305,0.3851,6.2509,2.222,1.5786,0.5783
1696,hexadecenedioate (C16:1-DC)*,Lipid,"Fatty Acid, Dicarboxylate",61862,LC/MS Neg,100019975,4380,283.1915,,,,,1.8041,0.776,1.3446,1.0963,0.762,1.8336,1.5684,0.3794,0.3951,1.1529,0.7573,0.9037,0.6823,1.6653,0.8826,1.4363,2.1502,0.7998
1844,hexanoylcarnitine (C6),Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Medium Chain)",32328,LC/MS Pos Early,100000781,3358,260.1856,6426853,6920-35-0,,HMDB0000756,0.6228,0.6228,0.6228,1.1737,1.3214,0.6228,0.6228,0.836,0.7247,0.6228,0.6228,0.8627,1,0.6228,1.8455,1.6437,1.3471,0.7933
1805,hexanoylglycine (C6),Lipid,Fatty Acid Metabolism (Acyl Glycine),35436,LC/MS Neg,100001527,2900,172.0979,99463,24003-67-6,,HMDB0000701,0.3785,0.3785,0.3785,0.3785,0.3785,0.3785,0.3785,0.3785,0.3785,0.3785,0.3785,0.3785,1.7615,0.3785,1,5.6528,0.4848,0.3785
4459,hippurate,Xenobiotics,Benzoate Metabolism,15753,LC/MS Neg,100000014,2106.9,178.051,464,495-69-2,C01586,HMDB0000714,0.9522,0.1415,0.3717,1.2661,1.3042,0.5621,1.2014,1.6661,1.5423,0.4369,0.2128,0.2701,1.3435,0.5604,1.3557,5.4983,1.0478,0.1794
88,histamine,Amino Acid,Histidine Metabolism,1574,LC/MS Pos Early,354,3035,112.0869,774,51-45-6,C00388,HMDB0000870,0.8062,0.2137,0.3446,0.2137,0.2137,0.2137,0.2137,1.3286,0.2137,1,1.3421,0.4425,0.2137,2.2309,0.2137,0.7889,2.6149,1.0359
70,histidine,Amino Acid,Histidine Metabolism,59,LC/MS Neg,355,755.9,154.0622,6274,5934-29-2,C00135,HMDB0000177,0.5452,1.0075,0.7559,0.8722,1.4437,0.9925,1.8343,1.0784,1.9865,0.5594,0.621,1.2386,1.4631,0.4157,3.474,1.3625,0.9765,0.4983
4928,histidine betaine (hercynine)*,Xenobiotics,Food Component/Plant,62278,LC/MS Pos Early,100004059,2094,198.1237,3083620,534-30-5,,,1.1332,1.6139,1.5464,1.7062,1.0714,1.2316,1.4158,0.7582,0.6672,1.1425,0.4561,0.5277,0.4286,0.9286,0.7208,1.1176,0.5341,0.1682
834,histidylalanine,Peptide,Dipeptide,42027,LC/MS Pos Early,100003542,3014,227.1139,101180,16874-75-2,,HMDB0028878,0.5732,1.5289,1.0412,0.2689,2.4175,1.0126,0.8628,0.7742,3.4283,1.2382,0.9915,1.4946,1.6733,0.5538,0.9873,1.0085,0.4918,0.6731
494,homocitrulline,Amino Acid,Urea cycle; Arginine and Proline Metabolism,22138,LC/MS Pos Early,100000963,1908,190.1186,65072,1190-49-4,C02427,HMDB0000679,0.8614,0.9325,1.2127,0.6291,1.5651,1.0373,0.5079,0.7993,0.6415,1.7082,0.7998,1.6267,1.1509,1.1549,0.9627,1.1202,1.1019,0.8289
77,hydantoin-5-propionate,Amino Acid,Histidine Metabolism,40473,LC/MS Polar,100002514,2080,171.0411,782,5624-26-0,C05565,HMDB0001212,1.9187,0.9865,0.4746,1.6664,1.3313,0.8984,0.4746,0.4746,1.2,0.4913,0.8584,0.4746,0.5574,1.0575,1,1.0614,1.1515,0.68
5962,hydroquinone sulfate,Xenobiotics,Drug - Topical Agents,35322,LC/MS Neg,100001604,1395,188.9863,161220,123-31-9,C00530,HMDB0240263,1.7376,0.3221,0.3221,1.3727,1,0.3221,0.3221,0.3221,2.2074,0.3221,0.3221,0.3221,0.3221,0.3221,0.7913,0.3221,0.3221,0.8804
2029,hydroxy-undecanedioate (OH-C11:0-DC)*,Lipid,"Fatty Acid, Monohydroxy",63684,LC/MS Neg,100021710,1482,231.1237,,,,,0.7394,0.5433,0.8701,0.5433,0.5433,0.5433,0.5433,3.0522,0.5433,0.9039,3.4377,1.7163,0.6604,1.8311,0.5433,0.7971,1.0961,3.3646
3104,hydroxypalmitoyl sphingomyelin (d18:1/16:0(OH)),Lipid,Sphingomyelins,62851,LC/MS Pos Late,100021000,2056,719.5698,,,,,0.4845,0.4845,0.4845,0.4845,1,0.4845,1.4111,0.4845,2.6318,0.4845,0.4845,0.4845,0.8099,0.4845,2.8713,0.9213,0.4845,0.4845
3523,hyocholate,Lipid,Secondary Bile Acid Metabolism,34093,LC/MS Neg,100001279,5046,407.2803,92805,547-75-1,C17649,HMDB0000760,0.5764,0.1343,0.6732,0.1343,1,0.1343,0.1343,12.4612,1.5664,0.8107,6.8266,0.9954,0.8075,3.4943,0.8504,1.0212,4.9362,2.7833
470,hypotaurine,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",590,LC/MS Pos Early,358,724,110.027,107812,300-84-5,C00519,HMDB0000965,0.3772,0.5655,0.3507,0.9835,2.0785,0.7101,2.0231,1.5167,3.4517,0.2245,0.4961,0.7432,1.2622,0.333,8.7178,1.7679,1.0165,1.7471
4118,hypoxanthine,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",3127,LC/MS Polar,171,1515.8,135.0312,790;135398638,68-94-0,C00262,HMDB0000157,0.605,0.2443,0.1394,1.1209,5.5892,0.5124,0.8791,1.3384,10.9291,0.1783,0.2719,0.6561,2.1955,0.1573,3.629,1.2107,1.8317,1.7234
83,imidazole lactate,Amino Acid,Histidine Metabolism,15716,LC/MS Pos Early,100000263,2040,157.0608,793,14403-45-3,C05568,HMDB0002320,1.0249,0.892,0.6711,1.2056,1.4525,0.9801,0.4857,1.02,1.4493,0.5539,0.6466,0.6337,1.1301,1.2274,0.7946,1.0199,1.089,0.6788
80,imidazole propionate,Amino Acid,Histidine Metabolism,40730,LC/MS Pos Early,100003434,2263,141.0659,70630,1074-59-5,,HMDB0002271,0.1644,0.049,0.3443,0.049,0.0622,0.2315,0.049,0.9852,0.4355,1.0148,6.5828,0.2019,1.269,1.2823,1.068,15.5043,27.4478,1.4831
318,indoleacetylglycine,Amino Acid,Tryptophan Metabolism,54730,LC/MS Neg,100006730,2610,231.0775,446640,,,,3.0398,0.3807,0.6263,3.154,1.7134,1.17,0.769,1.307,1.8205,0.5185,0.3744,0.4839,0.7725,1.0291,1.1485,1.2078,0.9709,0.2364
298,indolelactate,Amino Acid,Tryptophan Metabolism,18349,LC/MS Neg,100000463,2286,204.0666,92904,832-97-3,C02043,HMDB0000671,1.3963,0.2682,0.4724,1.976,1.5993,1.935,0.6175,0.6732,0.7158,1.113,0.3154,0.3442,0.7646,1.395,0.887,2.1954,1.5223,1.163
306,indolepropionylglycine,Amino Acid,Tryptophan Metabolism,54917,LC/MS Neg,100010863,2926,245.0932,129691959,,,,1.4896,0.231,0.4458,1.92,1.2441,1.2934,1.0679,1.2511,1.2584,0.489,0.344,0.4292,0.7301,0.8131,0.9321,1.1541,1.2476,0.2712
4935,indolin-2-one,Xenobiotics,Food Component/Plant,43374,LC/MS Pos Early,100004318,2575,134.06,321710,59-48-3,C12312,,0.8593,0.4743,1.5832,1.8614,1.0857,0.7739,0.4743,0.9403,0.4743,0.4743,1.1023,0.4743,0.6562,1.2767,0.903,1.4458,0.4743,1
