PATHWAY SORTORDER,BIOCHEMICAL,SUPER PATHWAY,SUB PATHWAY,COMP ID,PLATFORM,CHEMICAL ID,RI,MASS,PUBCHEM,CAS,KEGG,                                      Group HMDB,CB41,CB42,CB43,CB56,CB58,CB59,CB61,CB62,CB63,CB46,CB47,CB48,CB49,CB50,CB51,CB52,CB53,CB54
1543,eicosenoate (20:1n9 or 1n11),Lipid,Long Chain Monounsaturated Fatty Acid,33587,LC/MS Neg,100001335,5950,309.2799,5282769;5282768;94159,,C16526,"HMDB0002231,HMDB0062436",0.974,0.5938,1.299,1.026,0.5428,0.8891,1.4586,1.3398,0.6223,0.8304,0.8807,1.2545,0.8929,1.2008,1.3707,0.3928,1.1227,1.3306
1887,eicosenoylcarnitine (C20:1)*,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)",57519,LC/MS Pos Late,100015838,1484,454.3891,,,,,0.4581,0.5821,0.446,0.684,0.5874,0.6684,1.0563,1.1202,1.0252,0.9274,0.9409,1.0413,1.5277,0.9997,1.0119,1.1609,1.0003,1.3184
4885,enterolactone sulfate,Xenobiotics,Food Component/Plant,64041,LC/MS Neg,100020407,3746,377.07,,,,"HMDB0240506,HMDB0240505",1.6802,2.1465,0.7884,0.5358,1.3558,0.9885,0.9232,0.9392,0.6904,1.0115,3.5003,0.9246,1.3532,1.3374,0.4998,1.0476,1.3063,0.7056
4887,equol,Xenobiotics,Food Component/Plant,36774,LC/MS Neg,100001725,4565,241.087,91469,531-95-3;94105-90-5,C14131,HMDB0002209,0.4503,0.4503,0.4503,0.4503,1.1904,0.4503,1.7417,0.6976,0.8096,2.005,1.6136,0.4503,0.4822,0.4503,0.4503,0.4503,1.8021,0.6504
4888,equol glucuronide,Xenobiotics,Food Component/Plant,41948,LC/MS Neg,100003895,3215,417.1191,46781484,,,,1.1305,0.8713,0.9968,0.7243,1.14,0.7192,1.0032,0.9002,0.8731,1.4808,1.9721,0.823,1.018,1.5594,0.9256,1.2038,1.9951,0.8185
4889,equol sulfate,Xenobiotics,Food Component/Plant,40478,LC/MS Neg,100003429,3630,321.0438,,,,,0.8731,0.757,0.759,0.7024,1.0078,0.7905,1.0173,0.9922,1.0555,1.1507,1.0914,0.6881,0.7861,1.0583,1.041,0.845,1.3953,1.0526
4890,ergothioneine,Xenobiotics,Food Component/Plant,37459,LC/MS Pos Early,100002154,850,230.0958,5351619,58511-63-0,C05570,HMDB0003045,1.7949,1.0066,1.258,0.7815,1.1474,1.0971,0.9819,1.4409,0.9882,0.9934,0.7711,1.0297,0.6037,0.6865,1.0805,0.4958,0.6982,1.1939
1547,erucate (22:1n9),Lipid,Long Chain Monounsaturated Fatty Acid,1552,LC/MS Neg,1087,6355.6,337.3112,8216;5281116,112-86-7,C08316,HMDB0002068,0.9625,0.909,1.0964,0.6295,0.438,0.578,1.0375,1.0969,0.6749,1.1994,0.8757,1.3656,1.1585,1.7691,1.0461,0.6901,0.817,1.8011
4892,erythritol,Xenobiotics,Food Component/Plant,20699,LC/MS Polar,100000846,1491,167.0561,222285,149-32-6,C00503,HMDB0002994,0.8204,0.9367,0.7198,0.9492,1.2415,0.8312,1.3992,1.0227,1.2763,0.9006,0.7855,1.0419,1.0002,1.0802,0.8365,1.1304,1.0753,0.9998
1431,erythronate*,Carbohydrate,Aminosugar Metabolism,42420,LC/MS Polar,100001320,2186,135.0299,2781043,88759-55-1,,HMDB0000613,0.8226,1.2009,0.5265,0.7951,1.1142,0.6826,1.815,1.1921,1.7628,1.1352,0.7101,0.8881,0.9926,0.9229,0.4882,1.4551,1.0074,1.3994
5221,ethyl beta-glucopyranoside,Xenobiotics,Food Component/Plant,64131,LC/MS Neg,100020377,1519,207.0874,121667,,,HMDB0029968,1.0896,0.9648,0.7565,0.9839,1.2798,0.983,1.1721,0.8055,1.295,1.0023,1.0057,0.8903,0.9172,0.9977,0.9834,1.412,1.3234,1.1406
6090,ethyl glucuronide,Xenobiotics,Chemical,39603,LC/MS Neg,100002849,793,221.0667,18392195,17685-04-0,,HMDB0010325,0.9641,0.7704,1.0451,0.1612,0.4082,0.2292,1.0359,1.0513,1.0989,0.8408,1.1924,1.5121,1.6694,1.9955,0.2017,0.1612,0.1612,0.8222
407,ethylmalonate,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",15765,LC/MS Polar,2054,2785,131.035,11756,601-75-2,,HMDB0000622,0.4281,0.4709,0.372,0.675,1.016,0.5978,1.9781,1.2851,2.016,0.9417,0.4088,0.925,1.1117,0.984,1.0234,2.0905,1.1746,2.8156
4897,ferulate,Xenobiotics,Food Component/Plant,35630,LC/MS Neg,100001542,1755,193.0506,445858,537-98-4,C01494,HMDB0000954,1,0.6418,1.1347,0.7914,1.8648,0.8359,1.2764,1.2219,0.682,0.7164,1.8468,0.9493,0.7617,0.7006,1.5295,0.6418,1.8084,1.0059
4898,ferulic acid 4-sulfate,Xenobiotics,Food Component/Plant,47114,LC/MS Neg,100005389,1200,273.0074,6305574,86321-29-1,,HMDB0029200,2.2855,3.2803,0.887,0.8847,1.2667,0.5701,1.7028,1.2732,0.9511,0.5016,1.3856,0.5776,0.5024,0.4148,1.0489,2.9175,1.5187,0.6037
4330,FAD,Cofactors and Vitamins,Riboflavin Metabolism,2134,LC/MS Neg,327,2425,784.1499,643975,146-14-5;84366-81-4,C00016,HMDB0001248,0.924,0.9292,0.9919,1.143,0.8741,0.8769,1.1445,1.3737,1.1596,1.1441,0.8413,1.0081,1.2467,1.0608,0.8411,1.0238,0.9428,0.6751
4331,FMN,Cofactors and Vitamins,Riboflavin Metabolism,15797,LC/MS Neg,100000251,2390,455.0973,643976,130-40-5,C00061,HMDB0001520,0.3661,0.3661,0.5749,1.054,0.7309,0.9422,1.01,1.4524,0.5892,0.6436,1.2798,1.1235,0.3661,0.99,0.3661,0.3661,1.0576,1.3283
81,formiminoglutamate,Amino Acid,Histidine Metabolism,43493,LC/MS Pos Early,100002500,1880,175.0713,439233,816-90-0,C00439,HMDB0000854,3.7729,3.4503,0.7228,0.9361,1.3841,1.2007,1.7119,1.1147,0.6138,0.6475,0.7382,0.94,0.5954,0.8184,0.5886,3.2509,1.06,1.4631
1346,fructose,Carbohydrate,"Fructose, Mannose and Galactose Metabolism",577,LC/MS Polar,878,2065,179.0561,2723872,57-48-7,C00095,HMDB0000660,0.6551,0.8923,0.5763,0.8411,1.0806,0.6423,1.6208,1.1483,1.4472,1.0536,0.6094,0.9464,1.1604,0.8668,0.651,1.7584,1.0606,1.3393
121,fructosyllysine,Amino Acid,Lysine Metabolism,46227,LC/MS Pos Early,100005373,2784,309.1656,9839580,21291-40-7,,HMDB0034879,0.9051,1.2067,0.9393,0.8269,1.4527,0.6827,1.7135,1.1848,2.0147,0.9784,0.5877,1.0216,0.8133,0.7399,0.4678,1.1982,1.0344,1.7257
1449,fumarate,Energy,TCA Cycle,1643,LC/MS Polar,330,3084,115.0037,444972,100-17-8,C00122,HMDB0000134,0.9396,0.7404,0.6551,0.5873,1.2421,0.6765,2.1604,1.33,2.3938,0.7463,0.9934,1.0066,1.0822,0.8998,0.7857,1.703,1.1668,2.5999
1372,galactonate,Carbohydrate,"Fructose, Mannose and Galactose Metabolism",27719,LC/MS Polar,100001026,3085,195.051,12310779;128869,299-28-5,"C15930,C00880",HMDB0000565,0.877,1.085,0.5414,0.7632,1.472,0.6345,2.9243,1.3987,2.6275,1.3125,0.3782,0.8888,0.915,0.9004,0.6565,1.5799,1.3212,1.7609
640,gamma-glutamyl-alpha-lysine,Peptide,Gamma-glutamyl Amino Acid,55015,LC/MS Pos Early,100010901,2784,276.1554,65254,,,,0.5457,0.4638,0.4612,0.7294,1.0504,0.6045,1.7899,1.4018,2.6843,1.1302,0.5605,0.9661,1.0304,0.9696,0.367,1.1548,1.0508,1.2839
641,gamma-glutamyl-epsilon-lysine,Peptide,Gamma-glutamyl Amino Acid,33934,LC/MS Pos Early,100001262,2725,276.1554,7015685,17105-15-6,,HMDB0003869,0.3304,0.5669,0.3334,1.1101,1.5309,0.5895,1.9816,2.3346,0.3304,1.28,0.7682,0.9496,0.8758,1,0.4609,1.1553,1.9323,1.4004
632,gamma-glutamylalanine,Peptide,Gamma-glutamyl Amino Acid,37063,LC/MS Pos Early,100001843,1986,219.0976,440103,5875-41-2,C03738,HMDB0029142,0.6052,0.2998,0.5358,0.7793,2.0881,0.805,2.3706,1.4212,1.8326,0.9577,0.7295,1.0423,1.2112,0.8675,0.4813,1.1386,1.3976,1.6414
649,gamma-glutamylcitrulline*,Peptide,Gamma-glutamyl Amino Acid,62104,LC/MS Pos Early,100020241,1644,305.1456,,,,,1.0085,0.4387,0.5479,0.8623,1.4739,1.1599,1.4722,1.2908,0.7382,0.9968,0.9245,0.901,0.8251,0.8246,1.0032,1.2965,1.4774,1.2716
634,gamma-glutamylglutamate,Peptide,Gamma-glutamyl Amino Acid,36738,LC/MS Pos Early,331,1775,277.103,92865,1116-22-9,C05282,HMDB0011737,1.1831,0.4189,0.6773,0.8931,1.475,1.046,1.5399,1.9843,0.9729,1.2729,0.7558,1.0271,0.8193,0.9687,0.524,1.2167,0.9465,1.2421
635,gamma-glutamylglutamine,Peptide,Gamma-glutamyl Amino Acid,2730,LC/MS Pos Early,1140,1430,276.119,150914,10148-81-9,C05283,HMDB0011738,0.6293,0.4427,0.5676,1.0117,1.303,0.9474,1.4664,1.2946,0.9817,1.1834,0.7701,1.0871,0.9883,0.9755,0.772,1.0432,1.1311,1.1225
636,gamma-glutamylglycine,Peptide,Gamma-glutamyl Amino Acid,33949,LC/MS Pos Early,100001294,1535,205.0819,100099,1948-29-4,,HMDB0011667,0.7705,0.712,0.5699,0.9985,1.0015,0.8599,1.0511,1.0591,0.8055,1.1032,0.9789,1.1477,1.1008,1.136,0.7093,1.2506,0.9488,1.1102
637,gamma-glutamylhistidine,Peptide,Gamma-glutamyl Amino Acid,18245,LC/MS Pos Early,1235,2740,285.1194,7017195,37460-15-4,,HMDB0029151,0.6019,0.3777,0.482,0.8832,1.0302,0.6607,1.494,1.1857,1.439,1.2553,0.5759,0.8233,0.9698,1.1372,0.7841,1.2153,1.0905,1.7346
638,gamma-glutamylisoleucine*,Peptide,Gamma-glutamyl Amino Acid,34456,LC/MS Pos Early,100001485,2940,261.1445,22885096,,,HMDB0011170,0.7713,0.5981,0.7218,0.701,0.8976,0.7166,1.3278,1.0594,1.153,0.9615,1.0358,1.0205,1.0026,1.0155,0.5888,1.1843,0.9974,1.0176
639,gamma-glutamylleucine,Peptide,Gamma-glutamyl Amino Acid,18369,LC/MS Pos Early,1268,2991,261.1445,151023,2566-39-4,,HMDB0011171,0.4161,0.3871,0.4574,0.6389,1.4371,0.5142,1.6546,1.1476,1.3102,1.267,0.5293,1.0271,1.2452,1.1307,0.4357,0.9729,0.9081,1.1076
642,gamma-glutamylmethionine,Peptide,Gamma-glutamyl Amino Acid,44872,LC/MS Pos Early,100001313,2640,279.1009,7009567,17663-87-5,,HMDB0029155,1.0279,0.6422,0.8598,0.744,1.1484,0.8901,1.0694,0.9721,0.8192,1.1233,1.244,1.2528,0.7814,1.145,0.5601,1.3834,1.1404,0.9452
643,gamma-glutamylphenylalanine,Peptide,Gamma-glutamyl Amino Acid,33422,LC/MS Pos Early,100000491,2992,295.1289,111299,7432-24-8,,HMDB0000594,0.4237,0.3954,0.4759,0.6854,1.4871,0.5728,1.5291,1.2564,1.2381,1.3459,0.5036,0.9988,1.1415,1.0012,0.7228,0.9157,1.0535,1.9625
644,gamma-glutamylthreonine,Peptide,Gamma-glutamyl Amino Acid,33364,LC/MS Pos Early,100001314,1750,249.1081,76078708,5652-48-2,,HMDB0029159,0.9667,0.6375,0.7959,0.7364,1.0138,0.825,1.0406,0.8826,1.0063,0.9937,1.1666,1.0242,0.8545,1.0285,0.5667,1.1632,1.0728,1.1643
645,gamma-glutamyltryptophan,Peptide,Gamma-glutamyl Amino Acid,33947,LC/MS Pos Early,100001295,2975,334.1398,3989307,66471-20-3,,HMDB0029160,0.47,0.3935,0.4139,0.8,1.0916,0.7163,1.7518,1.5679,1.2255,0.9585,0.5626,0.9943,1.1635,1.0567,0.7701,1.0057,1.023,2.1002
646,gamma-glutamyltyrosine,Peptide,Gamma-glutamyl Amino Acid,2734,LC/MS Pos Early,1102,2518,311.1238,94340,7432-23-7,,HMDB0011741,0.4099,0.5459,0.6379,0.7998,1.0465,0.7326,1.3417,1.1687,0.9972,0.9081,0.8853,1.0885,1.0169,1.056,0.8035,1.2333,1.0028,1.7064
647,gamma-glutamylvaline,Peptide,Gamma-glutamyl Amino Acid,43829,LC/MS Pos Early,100001126,2700,247.1289,7015683,2746-34-1,,HMDB0011172,0.8505,0.8584,0.6998,0.8929,0.9186,0.9986,1.2182,1.0652,1.1209,0.946,1.393,1.0534,1.0014,0.9844,0.8627,1.6457,1.0213,1.231
4379,gamma-tocopherol/beta-tocopherol,Cofactors and Vitamins,Tocopherol Metabolism,52473,LC/MS Pos Late,100008998,2384,416.3643,,,"C14152,C02483","HMDB0006335,HMDB0001492",0.3397,0.3397,0.3397,0.3558,1.329,0.3397,1.3451,0.3397,0.4663,0.6979,0.3397,0.3397,1.1294,1.5577,0.3397,1.1159,0.8841,0.3397
4687,genistein,Xenobiotics,Food Component/Plant,32448,LC/MS Neg,100001221,3754,269.0455,5280961,446-72-0,C06563,HMDB0003217,1.0123,1.5102,1.0021,0.5685,1.8512,0.6272,1.8993,0.9979,0.6571,0.784,2.6467,0.5605,0.4285,0.468,1.3274,1.2953,0.6888,1.1409
4688,genistein glucuronide*,Xenobiotics,Food Component/Plant,62063,LC/MS Neg,100020216,2895,445.0776,,,,,1.9895,2.0949,1.4992,0.8009,1.8922,0.5927,1.851,1.2481,0.5284,0.7801,2.4568,0.4637,0.2925,0.31,0.869,1.2051,1.131,0.7747
4871,genistein sulfate*,Xenobiotics,Food Component/Plant,62061,LC/MS Neg,100020207,3616,349.0024,,,,,0.8657,0.937,1.013,0.62,1.6609,0.9418,1.6207,1.3201,1.376,0.987,2.5016,0.8073,0.5882,0.5532,1.184,0.6555,1.0778,1.6858
219,gentisate,Amino Acid,Tyrosine Metabolism,18280,LC/MS Neg,100000447,1459.8,153.0193,3469,490-79-9,C00628,HMDB0000152,1.0393,1.1039,0.5237,0.821,1.5733,0.7804,1.5209,0.1998,1,1.0002,0.8642,0.7975,1.0328,1.5059,0.1998,0.6299,1.6155,0.4409
4802,gluconate,Xenobiotics,Food Component/Plant,587,LC/MS Polar,338,2922,195.051,3085666;10690,527-07-1,C00257,HMDB0000625,7.0178,5.0297,0.8862,0.8298,0.9296,2.5482,4.339,2.2196,1.5447,0.4588,0.4588,1.0704,0.9196,0.8355,0.5245,0.4588,0.4969,2.1666
1223,glucose,Carbohydrate,"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",20488,LC/MS Polar,572,2342,179.0561,5793,50-99-7,C00031,HMDB0000122,0.8039,0.9903,0.6078,0.739,1.0741,0.6363,1.4542,1.095,1.644,0.9422,0.6568,1.0097,1.2451,0.9671,0.6653,1.8694,1.0241,1.3358
1406,glucuronate,Carbohydrate,Aminosugar Metabolism,15443,LC/MS Polar,100000257,3233.3,193.0354,441478;94715;23677976;65041;444791,207300-70-7,C16245,HMDB0000127,1.0904,1.2346,0.5093,0.7199,1.2015,0.6933,1.4836,1.0758,1.6156,1.0012,0.6119,0.84,0.9502,0.99,0.5649,2.336,0.9988,1.4226
44,glutamate,Amino Acid,Glutamate Metabolism,57,LC/MS Pos Early,561,1500,148.0604,33032,56-86-0,"C00025,C00217",HMDB0000148,1.0501,1.1732,0.7336,0.8406,1.0172,0.9802,0.9177,1.8411,1.4376,1.3675,0.932,1.1924,0.7359,0.9828,0.5465,1.2518,0.818,1.3324
45,glutamine,Amino Acid,Glutamate Metabolism,53,LC/MS Polar,563,2969,145.0619,5961,56-85-9,C00064,HMDB0000641,0.3329,0.4028,0.5607,0.9141,1.2627,0.7384,1.405,1.0835,1.5808,1.2495,0.5535,0.9777,1.0223,1.1109,0.9489,0.5219,1.1529,1.6177
6448,glutamine_degradant*,Partially Characterized Molecules,Partially Characterized Molecules,46225,LC/MS Pos Early,100001540,1900,129.0659,,2353-44-8,,,0.9524,0.7349,0.4489,1.1151,1.3569,0.9415,1.4766,1,0.8725,1.2408,0.9644,1.064,0.4489,0.4489,0.9678,0.4489,1.0455,1.0407
1659,glutarate (C5-DC),Lipid,"Fatty Acid, Dicarboxylate",396,LC/MS Polar,339,2900,131.035,743;4418048,110-94-1,C00489,HMDB0000661,0.7946,1.1708,0.7083,0.5583,1.2629,0.5055,2.1433,0.9223,1.7265,0.9543,0.9085,1.4872,0.7649,1.0086,0.9914,4.1744,1.3393,2.5448
127,glutarylcarnitine (C5-DC),Amino Acid,Lysine Metabolism,44664,LC/MS Pos Early,100001593,2393,276.1442,71317118,102636-82-8,,HMDB0013130,5.3486,4.637,1.2212,0.6802,1.399,0.6664,1.6107,1.0756,1.5917,1.0367,0.8715,0.919,0.7686,0.9277,0.1948,1.1067,0.536,0.9633
567,"glutathione, oxidized (GSSG)",Amino Acid,Glutathione Metabolism,27727,LC/MS Pos Early,448,2667,613.1593,65359,103239-24-3,"D00031,C00127",HMDB0003337,8.9689,11.9739,0.8163,0.5371,1.045,0.7985,0.9767,2.3312,1.4772,1.1386,1.1562,1.0233,0.4462,0.4861,0.7726,18.4628,0.847,0.5779
1243,glycerate,Carbohydrate,"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",1572,LC/MS Polar,1052,2070.4,105.0193,752;439194,600-19-1,C00258,"HMDB0006372,HMDB0000139",0.7799,0.9346,0.5556,0.7161,1.108,0.815,1.3421,1.24,1.3772,1.1739,0.5715,1.0203,1.0126,0.9941,0.4537,0.9857,1.0059,1.0719
2841,glycerol,Lipid,Glycerolipid Metabolism,15122,LC/MS Neg,1254,758,91.0401,753,56-81-5,C00116,HMDB0000131,0.6317,0.5678,0.8991,1.0783,0.7444,1.0582,1.168,1.2497,0.9611,0.8082,0.7032,1.0389,0.845,1.1038,1.3694,0.458,1.3833,1.3321
2842,glycerol 3-phosphate,Lipid,Glycerolipid Metabolism,43847,LC/MS Pos Early,100000258,580,173.021,754,29849-82-9,C0093,HMDB0000126,3.0082,3.1452,0.6484,1.1654,1.3123,1.0329,1.0392,1.2869,0.9629,1.0787,0.8513,0.9671,0.55,0.8822,0.477,2.0984,0.8703,0.9635
2240,glycerophosphoethanolamine,Lipid,Phospholipid Metabolism,37455,LC/MS Polar,100001620,3075,214.0486,123874,33049-08-0,C01233,HMDB0000114,0.8241,0.6783,0.8455,1.0425,1.2899,0.7578,1.8138,3.0687,2.8205,1.69,0.5151,1.2899,0.6987,0.9575,0.5496,0.5173,1.2243,1.8232
2847,glycerophosphoglycerol,Lipid,Glycerolipid Metabolism,48857,LC/MS Polar,100001619,2430,245.0432,54575349,,C03274,HMDB0240316,1.3746,1.2804,0.4087,0.608,1.1161,0.6277,1.745,1.0967,1.1002,1.2103,0.5959,0.9322,0.4908,0.9702,0.2738,1.0298,0.8962,1.3753
2236,glycerophosphorylcholine (GPC),Lipid,Phospholipid Metabolism,15990,LC/MS Polar,100000269,3003.1,302.101,71920,28319-77-9,C00670,HMDB0000086,0.5096,0.3628,0.6245,1.3121,1.0276,0.6514,1.4645,2.4575,2.2303,1.3106,0.4584,1.0859,0.6703,0.9724,0.6374,0.4557,1.0526,1.779
2241,glycerophosphoserine*,Lipid,Phospholipid Metabolism,57404,LC/MS Pos Early,100015666,577,260.053,3081457,,,,1.6608,0.7717,0.6556,1.0468,0.8934,1.0129,1.2314,1.8986,1.7867,1.3807,0.7577,0.7979,0.9871,0.8286,0.6556,0.7379,1.1338,0.6556
1,glycine,Amino Acid,"Glycine, Serine and Threonine Metabolism",58,LC/MS Pos Early,340,1375,76.0393,750,56-40-6,C00037,HMDB0000123,0.5791,0.54,0.9883,0.9866,1.0117,0.8926,1.0503,1.1513,1.1275,1.0657,1.0184,1.2748,0.9623,1.1921,0.8032,0.3133,0.9294,1.4375
6407,glycine conjugate of C6H10O2 (2)*,Partially Characterized Molecules,Partially Characterized Molecules,63653,LC/MS Neg,100021680,2432,170.0823,,,,,2.0902,2.0511,0.5122,1.213,0.918,0.5974,1.5022,1.0828,1.2164,0.6292,2.1137,0.6682,0.9285,0.7998,0.8289,6.0254,1.0715,0.6255
4923,glycitein sulfate (2),Xenobiotics,Food Component/Plant,62887,LC/MS Neg,100021092,3400,363.018,,,,,0.8713,1.0394,0.7599,0.7649,1.7693,0.9546,2.2499,0.9461,1.7119,0.9606,2.609,0.8756,0.5082,0.8146,1.6405,1.8428,1.1689,3.6202
3468,glyco-beta-muricholate,Lipid,Primary Bile Acid Metabolism,62066,LC/MS Neg,100020214,4762,464.3018,,,,,0.1736,0.1736,0.1736,0.1736,0.4934,0.5629,0.6366,0.9282,0.8002,0.7495,5.5789,1.0718,1.1643,1.5215,1.2328,0.1736,2.311,3.1382
3453,glycocholate,Lipid,Primary Bile Acid Metabolism,18476,LC/MS Neg,342,5163,464.3018,10140,475-31-0;863-57-0,C01921,HMDB0000138,0.1752,0.1752,0.6375,0.1752,0.7028,0.7375,0.9724,1.5114,0.8746,0.5573,2.921,1.3788,1.4446,1.0276,1.5893,0.1913,1.8722,3.6164
6156,glycolate (hydroxyacetate),Xenobiotics,Chemical,15737,LC/MS Polar,203,1790.4,159.0107,757,79-14-1,C00160,HMDB0000115,0.5183,0.729,0.5007,0.7731,2.1094,0.8281,3.1034,1.5827,4.966,1.8259,0.2438,1.2864,1.6791,1,0.2438,0.9894,0.8926,3.2786
3078,"glycosyl ceramide (d18:1/20:0, d16:1/22:0)*",Lipid,Hexosylceramides (HCER),57595,LC/MS Pos Late,100015882,3414,756.6348,,,,,1.0098,0.731,1.2777,1.0949,1.0366,0.5674,0.9924,0.8518,0.6431,0.5677,1.1314,1.4035,1.0076,1.0816,0.6646,0.8037,1.6053,0.6706
3082,"glycosyl ceramide (d18:2/24:1, d18:1/24:2)*",Lipid,Hexosylceramides (HCER),57453,LC/MS Pos Late,100015745,3380,808.6661,,,,,0.9583,0.8121,0.9592,1.1629,1.0937,0.8974,1.3023,1.2279,0.8936,1.0364,0.8167,1.047,1.1363,0.9636,0.7911,1.3429,1.3633,0.8811
3057,glycosyl-N-palmitoyl-sphingosine (d18:1/16:0),Lipid,Hexosylceramides (HCER),53013,LC/MS Pos Late,100009272,2623,700.5722,,,,,1.0976,0.981,1.1362,1.2288,1.2584,0.7566,1.3184,1.0474,0.938,0.8525,0.7296,1.0065,1.1708,0.9935,0.7345,0.9833,1.1315,0.7953
3058,glycosyl-N-stearoyl-sphingosine (d18:1/18:0),Lipid,Hexosylceramides (HCER),52234,LC/MS Pos Late,100001882,3053,728.6035,,,,,1.0784,1.1013,1.7284,1.1435,1.0129,0.5153,0.9871,0.6764,0.5153,0.5153,0.5153,0.8621,0.6239,0.7888,0.5153,0.5838,1.8205,1.4328
819,glycylleucine,Peptide,Dipeptide,34398,LC/MS Pos Early,100001258,3059,189.1234,92843,869-19-2,C02155,HMDB0000759,1.5698,1.3893,0.5727,0.5727,1.1189,0.7781,0.5727,1.0435,0.8308,0.7756,1.1649,0.814,0.5727,0.6109,0.7141,2.879,1.4226,1
829,glycylvaline,Peptide,Dipeptide,18357,LC/MS Pos Early,100000487,2734,175.1077,2724807,1963-21-9,,HMDB0028854,1.0125,1.0911,0.6779,0.6779,0.857,0.6779,1.966,0.7524,0.9875,0.9631,1.1694,1.0843,0.9212,1.1277,0.8322,2.0881,0.7926,1.7125
4498,guaiacol sulfate,Xenobiotics,Benzoate Metabolism,46111,LC/MS Neg,100004208,2344,203.002,22473,,,HMDB0060013,0.9883,0.7529,0.8112,1.0117,0.9368,0.5221,2.0572,1.318,1.7092,0.8317,1.1035,0.981,0.4855,0.7416,2.4368,2.12,1.4608,1.4235
527,guanidinoacetate,Amino Acid,Creatine Metabolism,43802,LC/MS Pos Early,344,1937,118.0611,763,352-97-6,C00581,HMDB0000128,0.2688,0.2688,0.316,1,1.5077,0.5939,1.8786,2.2784,2.0591,1.4967,0.2688,0.9293,0.8759,0.6248,0.8006,0.2688,1.1736,3.0643
564,guanidinosuccinate,Amino Acid,Guanidino and Acetamido Metabolism,32446,LC/MS Pos Early,100001212,1892,176.0666,439918,6133-30-8,C03139,HMDB0003157,2.1782,2.188,0.2242,0.3194,1.5057,0.7776,2.1649,0.7539,0.6204,1.0625,1,1.3758,0.9935,1.3929,0.1652,2.5436,0.7341,0.1652
4177,"guanosine-3',5'-cyclic monophosphate (cGMP)",Nucleotide,"Purine Metabolism, Guanine containing",2827,LC/MS Neg,104,1593,344.0402,135398569,7665-99-8,C00942,HMDB0001314,0.5727,0.5727,0.8548,0.5727,1.3635,0.6691,1.1916,1.5846,2.8655,0.8817,1.3306,0.6845,2.1068,0.6932,0.5727,0.5727,1.0915,0.9085
4354,gulonate*,Cofactors and Vitamins,Ascorbate and Aldarate Metabolism,46957,LC/MS Polar,100001586,2750,195.051,152304,20246-53-1,C00800,HMDB0003290,1.0902,1.3265,0.3765,0.5441,0.9676,0.5532,1.9204,1.0767,2.2583,0.957,0.5053,0.9012,1.0438,0.9441,0.3075,3.5691,1.0324,1.2004
4404,heme,Cofactors and Vitamins,Hemoglobin and Porphyrin Metabolism,41754,LC/MS Pos Late,100001386,1124,616.1767,26945,14875-96-8,C00032,HMDB0003178,3.2102,2.7596,2.8699,0.5952,0.7015,0.4002,0.8146,1.4024,1.8608,0.8199,1.1031,0.9111,0.4534,0.4605,1.7035,1.5607,1.0675,0.9325
1490,heptanoate (7:0),Lipid,Medium Chain Fatty Acid,1644,LC/MS Neg,925,3670,129.0921,8094,111-14-8,C17714,HMDB0000666,1.1402,1.018,0.4871,0.623,0.982,0.8597,1.4645,1.4918,1.7793,0.7735,0.5967,1.0297,0.8668,2.5389,1.1499,1.4161,0.6633,0.9413
1812,heptanoyl glycine,Lipid,Fatty Acid Metabolism (Acyl Glycine),42629,LC/MS Neg,100004195,3720,186.1136,10932172,23783-23-5,,HMDB0013010,1,1.4976,0.6375,0.6375,0.6375,0.6375,0.6375,0.6375,0.6375,0.6375,0.6375,0.6375,0.6375,0.6375,0.6375,28.5905,0.8601,0.6375
1566,hexadecadienoate (16:2n6),Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),57652,LC/MS Neg,100009394,5398,251.2017,13932172,28290-73-5,,HMDB0000477,0.4477,0.382,0.8298,1.307,0.5904,1.2492,1.0955,1.2071,0.6395,0.8633,0.6776,1.0425,0.9575,1.2047,1.3555,0.3441,1.4088,1.3658
1695,hexadecanedioate (C16),Lipid,"Fatty Acid, Dicarboxylate",35678,LC/MS Neg,100001614,4615,285.2071,10459,505-54-4,C19615,HMDB0000672,1.0105,1.0024,0.9976,0.888,0.9252,0.9955,0.9299,1.1559,0.9949,0.7961,1.0627,0.8934,1.0202,1.0793,2.7018,0.9628,1.1639,3.6752
1551,hexadecatrienoate (16:3n3),Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),57651,LC/MS Neg,100009393,5330,249.186,91820460,7561-64-0,,,0.6548,0.229,0.9003,1.0561,0.732,1.0911,1.0943,1.1005,0.8669,0.8895,0.764,0.9676,1.0324,1.2456,1.5549,0.283,1.5341,2.0728
1696,hexadecenedioate (C16:1-DC)*,Lipid,"Fatty Acid, Dicarboxylate",61862,LC/MS Neg,100019975,4380,283.1915,,,,,1.2263,0.7709,0.9704,0.5464,0.9951,1.0887,1.0149,0.9569,0.8345,0.8679,1.6808,1.0049,0.9404,1.0796,2.3962,0.8807,1.4041,3.6961
