PATHWAY SORTORDER,BIOCHEMICAL,SUPER PATHWAY,SUB PATHWAY,COMP ID,PLATFORM,CHEMICAL ID,RI,MASS,PUBCHEM,CAS,KEGG,HMDB,CB41,CB42,CB43,CB56,CB58,CB59,CB61,CB62,CB63,CB46,CB47,CB48,CB49,CB50,CB51,CB52,CB53,CB54
641,gamma-glutamyl-epsilon-lysine,Peptide,Gamma-glutamyl Amino Acid,33934,LC/MS Pos Early,100001262,2725,276.1554,7015685,17105-15-6,,HMDB0003869,20404972.00,9097084.00,32045606.00,22217894.00,15868264.00,16628160.00,12097866.00,8786678.00,12758028.00,14425357.00,6214384.00,10019142.00,8976712.00,10369799.00,18631764.00,14866984.00,15129751.00,18476936.00
632,gamma-glutamylalanine,Peptide,Gamma-glutamyl Amino Acid,37063,LC/MS Pos Early,100001843,1986,219.0976,440103,5875-41-2,C03738,HMDB0029142,2932243.00,1876368.00,1496284.88,7763544.00,5699402.00,5641797.00,10196428.00,5081906.00,8338716.00,2727923.00,3028287.00,4730480.00,8864443.00,5193977.00,13585159.00,6792528.00,5502506.50,2744754.00
649,gamma-glutamylcitrulline*,Peptide,Gamma-glutamyl Amino Acid,62104,LC/MS Pos Early,100020241,1644,305.1456,,,,,418750.00,,71189.00,640095.00,1065985.00,1007026.00,940549.00,1189229.00,847738.00,1059202.00,636709.00,1375700.00,2133859.00,2737318.00,3035234.00,1974606.00,1599291.00,449409.00
633,gamma-glutamylcysteine,Peptide,Gamma-glutamyl Amino Acid,1778,LC/MS Pos Early,1036,2118,251.0696,123938,636-58-8,C00669,HMDB0001049,72523.00,231108.00,44379.00,279686.00,1942695.00,311872.00,1001213.00,2887681.00,11916354.00,33688.00,84202.00,417420.03,1170902.00,253169.00,547939.00,466158.00,237886.02,65897.00
634,gamma-glutamylglutamate,Peptide,Gamma-glutamyl Amino Acid,36738,LC/MS Pos Early,331,1775,277.103,92865,1116-22-9,C05282,HMDB0011737,12115668.00,6771929.00,12603092.00,43387568.00,41709984.00,32854920.00,56232824.00,52214608.00,50930624.00,26102148.00,16585252.00,33081714.00,61168536.00,57690520.00,49187388.00,42503932.00,36237128.00,10777810.00
635,gamma-glutamylglutamine,Peptide,Gamma-glutamyl Amino Acid,2730,LC/MS Pos Early,1140,1430,276.119,150914,10148-81-9,C05283,HMDB0011738,8159939.50,9392053.00,6620461.00,24299976.00,26646376.00,21622912.00,37528892.00,24951152.00,43687096.00,11625976.00,8667913.00,24245190.00,31654076.00,19034868.00,55510960.00,28383680.00,22383736.00,6438378.00
636,gamma-glutamylglycine,Peptide,Gamma-glutamyl Amino Acid,33949,LC/MS Pos Early,100001294,1535,205.0819,100099,1948-29-4,,HMDB0011667,9565281.00,3772993.00,6926608.00,19552224.00,10640813.00,15901588.00,17430618.00,8619889.00,11414353.00,10498094.00,7231020.00,9425891.00,12011910.00,12470092.00,19198408.00,12741940.00,12316407.00,6020326.00
637,gamma-glutamylhistidine,Peptide,Gamma-glutamyl Amino Acid,18245,LC/MS Pos Early,1235,2740,285.1194,7017195,37460-15-4,,HMDB0029151,1962908.00,1031233.00,1706041.00,7034257.00,4056917.00,5251476.00,6187831.00,3698620.00,4744729.00,2795106.00,1761426.00,2871278.00,4709483.00,4132346.00,7699084.00,5102436.00,4573464.00,1883445.00
638,gamma-glutamylisoleucine*,Peptide,Gamma-glutamyl Amino Acid,34456,LC/MS Pos Early,100001485,2940,261.1445,22885096,,,HMDB0011170,2127380.00,559533.00,1209767.00,6812660.00,3446087.00,4088104.00,3878055.00,2646915.00,4497419.00,2362441.00,3114587.00,1162960.00,3235494.00,2747112.00,5406254.00,3287299.00,4762943.00,2042683.00
639,gamma-glutamylleucine,Peptide,Gamma-glutamyl Amino Acid,18369,LC/MS Pos Early,1268,2991,261.1445,151023,2566-39-4,,HMDB0011171,9786909.00,8159378.00,7216644.00,20809478.00,25300096.00,23150428.00,29709946.00,19275628.00,32419484.00,10462134.00,12657646.00,17497202.00,26438930.00,12412624.00,35844792.00,26400620.00,16572318.00,10509734.00
642,gamma-glutamylmethionine,Peptide,Gamma-glutamyl Amino Acid,44872,LC/MS Pos Early,100001313,2640,279.1009,7009567,17663-87-5,,HMDB0029155,5129517.00,4717200.00,2286774.00,17727512.00,22084498.00,14750925.00,29227588.00,17419834.00,38523612.00,2479776.00,3942699.00,13241590.00,22345788.00,5556604.00,48372712.00,21805938.00,12630468.00,4335665.00
643,gamma-glutamylphenylalanine,Peptide,Gamma-glutamyl Amino Acid,33422,LC/MS Pos Early,100000491,2992,295.1289,111299,7432-24-8,,HMDB0000594,3487160.00,3136164.00,5839232.00,10230410.00,8774600.00,9859583.00,13551544.00,8437801.00,9712068.00,8188062.00,5075873.00,6063653.00,8052724.00,9045622.00,8481969.00,8634312.00,5699258.00,1894584.00
648,gamma-glutamylserine,Peptide,Gamma-glutamyl Amino Acid,54914,LC/MS Pos Early,100009231,1351,235.0925,22844748,5875-35-4,,HMDB0029158,3496168.00,1887828.00,2462374.00,9626687.00,7020050.50,8142508.00,12465457.00,6049430.00,12357158.00,4388638.00,3194815.00,6312977.00,9551347.00,6381891.00,17179520.00,9186807.00,7390288.00,2578755.00
644,gamma-glutamylthreonine,Peptide,Gamma-glutamyl Amino Acid,33364,LC/MS Pos Early,100001314,1750,249.1081,76078708,5652-48-2,,HMDB0029159,1961681.00,1138351.00,1543564.00,6417155.00,3031311.00,4193677.00,5193629.00,2888850.00,4644676.00,2336491.00,3914253.75,2713802.00,4520845.00,3789313.00,6507295.00,4290885.00,3937232.00,1818157.00
645,gamma-glutamyltryptophan,Peptide,Gamma-glutamyl Amino Acid,33947,LC/MS Neg,100001295,1960,332.1252,3989307,66471-20-3,,HMDB0029160,564719.00,276944.00,354428.00,1454944.88,1261770.00,1482848.88,1860924.00,2026176.00,1673459.00,608307.00,435582.97,1123239.00,2579340.00,1434084.00,2002833.00,1446215.00,1080714.00,484981.03
646,gamma-glutamyltyrosine,Peptide,Gamma-glutamyl Amino Acid,2734,LC/MS Pos Early,1102,2518,311.1238,94340,7432-23-7,,HMDB0011741,2390855.00,2345162.00,4625389.00,7599729.50,7315163.00,6713412.00,10922367.00,8626620.00,7385004.00,5385909.00,3264132.00,4266833.00,6851670.50,7344729.50,6227054.00,6478711.00,5302534.00,1747855.00
647,gamma-glutamylvaline,Peptide,Gamma-glutamyl Amino Acid,43829,LC/MS Pos Early,100001126,2700,247.1289,7015683,2746-34-1,,HMDB0011172,2787762.00,1141885.00,,11523900.00,3704688.00,5800259.00,7846184.50,4133140.00,4524156.00,2711750.25,4393118.00,2780083.00,4889193.00,4350990.00,8237649.00,6394025.00,5323722.00,2033565.00
4379,gamma-tocopherol/beta-tocopherol,Cofactors and Vitamins,Tocopherol Metabolism,52473,LC/MS Pos Late,100008998,2384,416.3643,,,"C14152,C02483","HMDB0006335,HMDB0001492",15971987.00,20066112.00,17007806.00,17910140.00,15673302.00,15800420.00,13743735.00,19503530.00,17845760.00,23830836.00,22331572.00,18926792.00,20705904.00,20062232.00,14127918.00,17550134.00,25836708.00,24004196.00
4364,gamma-tocotrienol,Cofactors and Vitamins,Tocopherol Metabolism,37501,LC/MS Pos Late,100001981,1918,410.3179,5282349,14101-61-2,C14155,HMDB0012958,5487036.00,10769226.00,7733737.00,7342796.00,6477952.00,6954081.00,6782872.00,8932910.00,8831079.00,13880182.00,9638690.00,10002832.00,9673616.00,9199444.00,5314289.00,7902631.00,13500252.00,10180300.00
4687,genistein,Xenobiotics,Food Component/Plant,32448,LC/MS Neg,100001221,3754,269.0455,5280961,446-72-0,C06563,HMDB0003217,2659952.00,7372306.00,5324074.00,4705533.00,3819700.00,2409269.00,2585285.00,6271269.00,3555346.00,6784033.00,19860624.00,4998206.50,4117976.00,3801911.00,3627890.00,3243020.00,4340494.00,4707098.00
4688,genistein glucuronide*,Xenobiotics,Food Component/Plant,62063,LC/MS Neg,100020216,2895,445.0776,,,,,6676380.00,5428060.00,6868398.00,9640356.00,4858331.00,6216047.00,5256374.00,4245947.00,3268867.00,3972074.00,838696.00,3501559.00,2147259.00,3528198.00,3426328.00,3045575.00,3573769.00,2099495.00
4871,genistein sulfate*,Xenobiotics,Food Component/Plant,62061,LC/MS Neg,100020207,3616,349.0024,,,,,112276200.00,105824184.00,115989160.00,133126192.00,86021696.00,112895592.00,107792760.00,93263976.00,91326528.00,122467504.00,24342648.00,76395728.00,60818112.00,93057536.00,93018008.00,95599784.00,87302728.00,78533760.00
4918,glucoheptose,Xenobiotics,Food Component/Plant,20705,LC/MS Polar,100000852,2573,209.0667,76599,62475-58-5,,,4237148.00,4827387.00,4052202.00,4335894.00,2711222.00,4206569.00,3544346.00,1996101.88,2001373.00,3397674.00,1363437.00,1600611.00,988173.00,3203295.00,2231861.00,3435787.00,1642651.13,503224.00
4802,gluconate,Xenobiotics,Food Component/Plant,587,LC/MS Polar,338,2922,195.051,3085666;10690,527-07-1,C00257,HMDB0000625,41511856.00,98707344.00,48325484.00,59823128.00,26952608.00,33648732.00,47169976.00,16150130.00,23711152.00,48584408.00,9506408.00,12054905.00,9419331.00,20856530.00,27362206.00,28391994.00,9251211.00,1435125.00
1223,glucose,Carbohydrate,"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",48152,LC/MS Polar,572,2342,225.0616,5793,50-99-7,C00031,HMDB0000122,10549218.00,22010104.00,21528236.00,7662239.50,16721944.00,15445589.00,26455768.00,53304924.00,17781530.00,46786940.00,44368208.00,41728656.00,33690196.00,29764148.00,60214708.00,30152758.00,45878184.00,35131800.00
1406,glucuronate,Carbohydrate,Aminosugar Metabolism,15443,LC/MS Polar,100000257,3233.3,193.0354,441478;94715;23677976;65041;444791,207300-70-7,C16245,HMDB0000127,21312222.00,7747554.00,9991616.00,28193404.00,13915848.00,20746282.00,11878164.00,14210514.00,15334279.00,7638197.00,10815000.00,11603166.00,15363831.00,12975753.00,15495597.00,12114470.00,17320988.00,10819408.00
44,glutamate,Amino Acid,Glutamate Metabolism,57,LC/MS Pos Early,561,1500,148.0604,33032,56-86-0,"C00025,C00217",HMDB0000148,752269696.00,1016217984.00,996244544.00,1104243968.00,1828500736.00,908979008.00,1713348480.00,1434046592.00,2346143744.00,803451584.00,965216704.00,1367047680.00,1535236352.00,911182784.00,3478804480.00,1477932416.00,1490775040.00,969599232.00
54,"glutamate, gamma-methyl ester",Amino Acid,Glutamate Metabolism,33487,LC/MS Pos Early,100001103,2170,162.0761,68662,1499-55-4;1499-55-4,,HMDB0061715,11622963.00,6406017.00,10746096.00,18411616.00,7717116.50,17027268.00,11067244.00,8088832.00,7087438.50,6689204.00,5692173.00,9185964.00,7744858.00,11939907.00,15867096.00,12864109.00,17500832.00,13670420.00
45,glutamine,Amino Acid,Glutamate Metabolism,53,LC/MS Pos Early,563,1291,147.0764,5961,56-85-9,C00064,HMDB0000641,365879072.00,693217664.00,497313984.00,470309024.00,1023964608.00,515483008.00,823013312.00,542944960.00,1396779520.00,436064320.00,459578560.00,849859968.00,747693568.00,287501248.00,1911686912.00,790502592.00,580839040.00,411552832.00
6396,glutamine conjugate of C6H10O2 (2)*,Partially Characterized Molecules,Partially Characterized Molecules,63660,LC/MS Neg,100020262,2526,241.1194,,,,,19436.00,78275.00,97135.00,74241.00,96710.00,69145.00,43667.00,54654.00,,64162.00,69778.00,82814.00,,56821.00,30171.00,70284.00,69069.00,45305.00
6448,glutamine_degradant*,Partially Characterized Molecules,Partially Characterized Molecules,46225,LC/MS Pos Early,100001540,1900,129.0659,,2353-44-8,,,1042344.94,982969.00,1093044.00,1009508.00,1021362.00,489305.00,748999.00,585696.00,930283.00,1129618.00,1016225.00,929459.00,526731.00,1070943.00,804295.00,986011.94,858883.00,1324807.00
794,glutaminylleucine,Peptide,Dipeptide,42994,LC/MS Pos Early,100003160,3009,260.1605,44232492,,,HMDB0028801,1651549.00,2731425.00,3303274.75,795318.00,3347198.00,1515909.00,2272542.00,4390021.00,4347506.00,8448176.00,4445451.00,3280562.75,3013577.00,3821106.75,2166147.00,2303135.00,1877211.00,2853337.00
1659,glutarate (C5-DC),Lipid,"Fatty Acid, Dicarboxylate",396,LC/MS Polar,339,2900,131.035,743;4418048,110-94-1,C00489,HMDB0000661,209530.00,,,212250.02,135348.00,112268.00,153984.00,120204.99,159451.00,130822.00,,90465.00,141847.00,193094.00,224908.02,275412.00,156043.00,
127,glutarylcarnitine (C5-DC),Amino Acid,Lysine Metabolism,44664,LC/MS Pos Early,100001593,2393,276.1442,71317118,102636-82-8,,HMDB0013130,469334.00,105158.00,128172.00,569854.00,194058.00,347465.00,108455.00,170685.00,282067.00,70671.00,,71737.00,217854.00,168030.00,139112.00,108244.00,109622.00,147655.00
1243,glycerate,Carbohydrate,"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",1572,LC/MS Polar,1052,2070.4,105.0193,752;439194,600-19-1,C00258,"HMDB0006372,HMDB0000139",6459645.00,5684287.00,5801357.00,7589094.00,12442667.00,5535338.00,6166214.00,12109005.00,13613689.00,7906428.50,7290067.00,8559690.00,6460569.00,10010669.00,17745864.00,8081917.00,10964318.00,7263088.00
2841,glycerol,Lipid,Glycerolipid Metabolism,15122,LC/MS Neg,1254,758,91.0401,753,56-81-5,C00116,HMDB0000131,984972.06,1799023.00,1715491.00,2115284.00,2506019.00,1336927.00,2312377.00,2186648.00,3085501.00,2085336.00,1396918.00,7593555.00,1982964.00,705402.00,4243427.00,1876268.00,1883617.00,778001.00
2842,glycerol 3-phosphate,Lipid,Glycerolipid Metabolism,43847,LC/MS Pos Early,100000258,580,173.021,754,29849-82-9,C0093,HMDB0000126,635229.00,1940416.00,737949.00,906619.00,2476454.00,1146842.00,2425214.00,722288.00,5776853.00,610537.00,1822833.88,2010578.00,1687595.00,678424.00,2056690.00,2107223.00,870284.94,606193.00
2240,glycerophosphoethanolamine,Lipid,Phospholipid Metabolism,37455,LC/MS Pos Early,100001620,659,216.0632,123874,33049-08-0,C01233,HMDB0000114,3329997.00,4717903.00,2130057.00,3457009.00,9559840.00,5766739.00,11014946.00,2836459.00,15964991.00,2230863.00,3403558.00,7650019.50,7326835.00,1511216.00,10683773.00,8756214.00,4623871.00,3334170.00
2847,glycerophosphoglycerol,Lipid,Glycerolipid Metabolism,48857,LC/MS Polar,100001619,2430,245.0432,54575349,,C03274,HMDB0240316,1932066.00,2329223.00,1998203.00,3183074.00,5177498.00,2829597.00,3581586.00,5261519.00,6910278.00,2061876.88,3779426.75,4020181.00,3932973.00,2053984.00,6163908.00,3770208.00,4269792.00,3382759.00
2242,glycerophosphoinositol*,Lipid,Phospholipid Metabolism,52307,LC/MS Pos Early,100001621,516,335.0738,167572,16824-65-0,,,1397894.00,975990.00,1120187.00,1305791.00,1065239.00,1316006.00,1256659.00,912996.00,749004.00,1148880.00,634777.94,949149.00,805935.00,752048.00,1863422.00,1430731.00,1735502.00,465124.00
2236,glycerophosphorylcholine (GPC),Lipid,Phospholipid Metabolism,15990,LC/MS Pos Early,100000269,672,258.1101,71920,28319-77-9,C00670,HMDB0000086,22564036.00,67805744.00,22040300.00,35653416.00,47714280.00,54947464.00,69344688.00,9860568.00,84339984.00,12337244.00,8303199.00,42196996.00,34574320.00,2452949.00,34425988.00,37700232.00,11618783.00,14757870.00
2241,glycerophosphoserine*,Lipid,Phospholipid Metabolism,57404,LC/MS Pos Early,100015666,577,260.053,3081457,,,,3599111.75,2021275.88,2075982.13,7300374.50,3716086.00,4668612.00,5247099.00,2413094.00,5677807.00,2233686.00,1717157.00,3276068.00,3584557.00,1735359.00,11300696.00,3926205.75,6525324.00,3020051.00
1,glycine,Amino Acid,"Glycine, Serine and Threonine Metabolism",58,LC/MS Pos Early,340,1375,76.0393,750,56-40-6,C00037,HMDB0000123,102505320.00,104246248.00,98059000.00,147357824.00,200138160.00,132849768.00,235632368.00,148591904.00,281500320.00,97882264.00,97478568.00,175394240.00,189599696.00,93098736.00,489114976.00,201241392.00,168588432.00,108159776.00
4919,glycitein,Xenobiotics,Food Component/Plant,34024,LC/MS Pos Late,100001222,700,285.0758,5317750,40957-83-3,C14536,HMDB0005781,853671.00,1413011.00,1577761.00,2422698.00,1109144.00,766488.00,949964.00,2294586.00,1117637.00,2608893.00,10733580.00,1720015.88,1373637.00,4261951.00,1708344.00,2562330.00,2358855.00,4480268.00
4921,glycitein glucuronide (2)*,Xenobiotics,Food Component/Plant,63735,LC/MS Neg,100021011,2733,459.0933,,,,,1059179.00,954657.00,1190488.00,1949802.00,1046101.06,1142099.00,1235612.00,935408.00,919637.00,1004384.00,155213.00,893334.00,536948.00,1426274.00,868734.00,967924.00,975427.00,950444.00
4923,glycitein sulfate (2),Xenobiotics,Food Component/Plant,62887,LC/MS Neg,100021092,3400,363.018,,,,,23463084.00,20441784.00,21802418.00,36341636.00,26686024.00,27650708.00,27042028.00,27482302.00,24819256.00,31274370.00,4007986.00,26152050.00,17210478.00,41314660.00,23145052.00,31662056.00,35179164.00,32667666.00
3460,glycochenodeoxycholate,Lipid,Primary Bile Acid Metabolism,32346,LC/MS Neg,1628,5236.1,448.3068,12544,16564-43-5,C05466,HMDB0000637,33228.00,156283.00,124099.00,,87988.00,,,347750.00,260337.02,,504229.00,466302.00,751514.00,235358.00,97166.00,323518.00,741743.94,670696.00
3453,glycocholate,Lipid,Primary Bile Acid Metabolism,18476,LC/MS Neg,342,5163,464.3018,10140,475-31-0;863-57-0,C01921,HMDB0000138,2465807.00,2799612.00,5767492.00,1821370.00,3514257.00,3742359.25,4633699.00,12841637.00,7785897.00,4178995.00,11505150.00,5891533.00,10191858.00,6486248.00,5864140.00,6868663.00,13112151.00,9751609.00
3476,glycocholate sulfate,Lipid,Primary Bile Acid Metabolism,52967,LC/MS Neg,100006639,4560,271.6257,,,,,38029.00,,38731.00,,,95266.00,90803.00,141454.00,146758.00,135157.00,122517.00,92920.00,175452.00,234175.00,164715.00,168188.00,217896.00,26885.00
3485,glycodeoxycholate,Lipid,Secondary Bile Acid Metabolism,18477,LC/MS Neg,100000436,5281,448.3068,3035026,360-65-6,C05464,HMDB00631,106655.00,126000.00,169213.00,91849.00,328607.00,,72993.00,906127.00,283932.00,257772.00,566680.00,474492.00,523793.00,278690.00,163346.00,229857.00,450274.00,409119.00
3057,glycosyl-N-palmitoyl-sphingosine (d18:1/16:0),Lipid,Hexosylceramides (HCER),53013,LC/MS Pos Late,100009272,2623,700.5722,,,,,,,,231961.00,1465999.00,605044.00,1601759.00,162933.00,1586111.00,,,557422.00,1055453.00,,3884590.25,1220040.00,447181.03,377852.00
3512,glycoursodeoxycholate,Lipid,Secondary Bile Acid Metabolism,39379,LC/MS Neg,100002911,5033,448.3068,12310288,64480-66-6,,HMDB0000708,59173.00,123933.00,160471.00,,109164.00,106102.00,89090.00,139063.00,354441.00,90272.00,193140.00,151519.00,294496.00,81546.00,55145.00,165359.00,335833.00,105660.00
818,glycylisoleucine,Peptide,Dipeptide,36659,LC/MS Pos Early,100001790,3002,189.1234,259613,19461-38-2,,HMDB0028844,2740160.00,5747404.00,5712320.00,2072044.00,5757168.50,2743237.25,2623871.00,5224105.00,7791438.00,9233211.00,7482322.00,4845157.00,5727500.00,3869039.00,7066078.00,4924502.00,3438961.75,3414995.75
819,glycylleucine,Peptide,Dipeptide,34398,LC/MS Pos Early,100001258,3059,189.1234,92843,869-19-2,C02155,HMDB0000759,4998034.00,10673066.00,12439111.00,4298753.00,15433037.00,5316831.00,5037916.00,24247910.00,17660588.00,16543064.00,18546288.00,10821159.00,9587393.00,9650595.00,10737643.00,8414066.00,11303954.00,12749944.00
829,glycylvaline,Peptide,Dipeptide,18357,LC/MS Pos Early,100000487,2734,175.1077,2724807,1963-21-9,,HMDB0028854,18644758.00,32628894.00,29092796.00,16610183.00,42318860.00,23805728.00,18720972.00,49157848.00,35602132.00,42583500.00,42023344.00,32048684.00,27653992.00,27841628.00,46282872.00,30336620.00,29291192.00,40447488.00
4498,guaiacol sulfate,Xenobiotics,Benzoate Metabolism,46111,LC/MS Neg,100004208,2344,203.002,22473,,,HMDB0060013,205796.00,,29248.00,158502.00,41717.00,27899.00,31210.00,,86700.00,,,,,37242.00,78686.00,44546.00,,
527,guanidinoacetate,Amino Acid,Creatine Metabolism,43802,LC/MS Pos Early,344,1937,118.0611,763,352-97-6,C00581,HMDB0000128,1302515.00,812191.00,646753.00,1967922.13,2050544.88,1529220.00,1649806.00,1710928.00,2828525.00,952732.00,1033590.00,1501480.00,2057777.00,1468411.00,3791638.75,3011686.00,1532655.00,1883922.13
4181,guanine,Nucleotide,"Purine Metabolism, Guanine containing",32352,LC/MS Pos Early,172,2032,152.0567,135398634,73-40-5,C00242,HMDB0000132,2589732.00,2318037.00,2499575.00,4803905.00,16033284.00,6863944.00,7072031.00,22539960.00,9892803.00,7215409.00,4909027.00,7122385.00,19703820.00,6056637.00,23086588.00,6524135.00,19961372.00,14827688.00
4180,guanosine,Nucleotide,"Purine Metabolism, Guanine containing",1573,LC/MS Pos Early,1099,1728,284.099,6802,118-00-3,C00387,HMDB0000133,4366003.00,21196368.00,8618405.00,3392394.00,9741953.00,8237469.00,25905224.00,32592524.00,13043854.00,4643050.00,30896458.00,28652760.00,22516512.00,9614807.00,28727242.00,22250696.00,7303573.00,6122372.00
4354,gulonate*,Cofactors and Vitamins,Ascorbate and Aldarate Metabolism,46957,LC/MS Polar,100001586,2750,195.051,152304,20246-53-1,C00800,HMDB0003290,21769148.00,21427840.00,14000851.00,28059752.00,14560050.00,14887481.00,12152366.00,5395236.00,14689976.00,12353209.00,4698307.00,4996458.00,4631676.00,10200129.00,9301673.00,12181276.00,5975735.00,1649117.00
3168,heptadecasphingosine (d17:1),Lipid,Sphingosines,57427,LC/MS Pos Late,100015724,1377,286.2741,5283557,6918-48-5,,,242070.00,278828.00,433994.00,886873.94,1013388.00,621956.00,259158.00,1451283.00,1559223.00,,625782.00,613347.00,1234990.00,125434.00,1182157.00,1008696.00,1547633.00,883124.00
1552,heptadecatrienoate (17:3)*,Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),62383,LC/MS Neg,100020715,5390,263.2017,16061034,,C16344,,34386.00,72938.00,68559.00,,71674.00,,84937.00,61615.00,52455.00,119616.00,52192.00,230382.00,67733.00,54260.00,123053.00,,68256.00,
1490,heptanoate (7:0),Lipid,Medium Chain Fatty Acid,1644,LC/MS Neg,925,3670,129.0921,8094,111-14-8,C17714,HMDB0000666,87925.00,62205.00,208579.02,81722.00,94450.00,114667.00,104018.00,49324.00,69449.00,106701.99,60038.00,103054.01,150837.00,433197.00,103483.01,53458.00,244337.00,89926.00
1566,hexadecadienoate (16:2n6),Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),57652,LC/MS Neg,100009394,5398,251.2017,13932172,28290-73-5,,HMDB0000477,847355.00,870905.00,955981.00,1826337.00,2149345.00,1571061.00,3459970.00,1224981.00,3630589.00,962702.00,873483.00,14079393.00,2347916.00,778373.00,9821150.00,3170726.00,2179544.00,860329.00
1695,hexadecanedioate (C16),Lipid,"Fatty Acid, Dicarboxylate",35678,LC/MS Neg,100001614,4615,285.2071,10459,505-54-4,C19615,HMDB0000672,232029.98,292774.00,329421.00,318286.00,400812.03,325652.00,379558.00,433370.00,277194.00,240349.00,375783.00,374725.00,483509.00,270983.00,431488.00,435525.00,556511.00,252821.00
1551,hexadecatrienoate (16:3n3),Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),57651,LC/MS Neg,100009393,5330,249.186,91820460,7561-64-0,,,40303.00,50372.00,53342.00,92325.00,110873.00,81663.00,220637.00,61992.00,153348.00,38487.00,50488.00,765364.06,115744.00,33502.00,543788.00,193302.00,137332.00,50306.00
1696,hexadecenedioate (C16:1-DC)*,Lipid,"Fatty Acid, Dicarboxylate",61862,LC/MS Neg,100019975,4380,283.1915,,,,,654974.00,281739.00,488154.97,398012.03,276636.00,665715.00,569411.00,137754.00,143427.00,418553.00,274941.00,328103.00,247707.00,604591.00,320433.00,521471.00,780632.00,290373.00
1844,hexanoylcarnitine (C6),Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Medium Chain)",32328,LC/MS Pos Early,100000781,3358,260.1856,6426853,6920-35-0,,HMDB0000756,,,,127878.99,143968.00,,,91088.00,78957.00,,,93991.00,108951.00,67859.00,201073.00,179078.00,146768.00,86433.00
1805,hexanoylglycine (C6),Lipid,Fatty Acid Metabolism (Acyl Glycine),35436,LC/MS Neg,100001527,2900,172.0979,99463,24003-67-6,,HMDB0000701,,,,,,,,24551.00,,,,,114266.00,,64870.00,366698.00,31452.00,
4459,hippurate,Xenobiotics,Benzoate Metabolism,15753,LC/MS Neg,100000014,2106.9,178.051,464,495-69-2,C01586,HMDB0000714,595958.00,88573.00,232666.00,792391.00,816247.00,351806.00,751915.00,1042750.00,965296.00,273446.00,133178.00,169064.00,840850.00,350719.00,848469.00,3441185.00,655776.00,112258.00
88,histamine,Amino Acid,Histidine Metabolism,1574,LC/MS Pos Early,354,3035,112.0869,774,51-45-6,C00388,HMDB0000870,345129.00,,147516.00,,,,,568773.00,,428099.00,574551.00,189428.00,91474.00,955039.94,,337731.00,1119425.00,443483.97
70,histidine,Amino Acid,Histidine Metabolism,59,LC/MS Neg,355,755.9,154.0622,6274,5934-29-2,C00135,HMDB0000177,15405257.00,28467668.00,21358726.00,24644852.00,40793192.00,28045400.00,51831168.00,30470988.00,56130408.00,15807710.00,17546374.00,34998620.00,41343424.00,11746914.00,98163344.00,38498128.00,27591618.00,14081298.00
4928,histidine betaine (hercynine)*,Xenobiotics,Food Component/Plant,62278,LC/MS Pos Early,100004059,2094,198.1237,3083620,534-30-5,,,18180100.00,25893244.00,24810022.00,27373160.00,17189990.00,19758770.00,22715376.00,12164496.00,10704287.00,18329688.00,7317474.00,8466602.00,6876317.00,14897613.00,11564802.00,17930262.00,8568567.00,2698209.00
834,histidylalanine,Peptide,Dipeptide,42027,LC/MS Pos Early,100003542,3014,227.1139,101180,16874-75-2,,HMDB0028878,2196457.00,5859076.00,3990093.00,1030546.06,9264077.00,3880563.00,3306331.00,2966795.00,13137691.00,4744888.00,3799682.00,5727510.00,6412372.00,2122312.00,3783610.00,3864613.75,1884624.00,2579551.00
494,homocitrulline,Amino Acid,Urea cycle; Arginine and Proline Metabolism,22138,LC/MS Pos Early,100000963,1908,190.1186,65072,1190-49-4,C02427,HMDB0000679,200457.00,217004.00,282207.00,146384.00,364199.00,241371.98,118185.01,186006.00,149278.00,397506.00,186120.00,378538.00,267812.00,268756.00,224029.00,260682.02,256408.98,192882.00
77,hydantoin-5-propionate,Amino Acid,Histidine Metabolism,40473,LC/MS Polar,100002514,2080,171.0411,782,5624-26-0,C05565,HMDB0001212,255469.00,131352.00,,221881.00,177261.00,119617.00,63198.00,,159784.00,65409.00,114296.00,,74214.00,140804.00,133148.00,141322.00,153319.00,90541.00
5962,hydroquinone sulfate,Xenobiotics,Drug - Topical Agents,35322,LC/MS Neg,100001604,1395,188.9863,161220,123-31-9,C00530,HMDB0240263,95910.00,,,75771.00,55197.00,,17778.00,,121843.99,,,,,,43679.00,,,48595.00
2029,hydroxy-undecanedioate (OH-C11:0-DC)*,Lipid,"Fatty Acid, Monohydroxy",63684,LC/MS Neg,100021710,1482,231.1237,,,,,25529.00,,30042.00,,18757.00,,,105382.00,,31208.00,118693.99,59257.00,22802.00,63223.00,,27522.00,37846.00,116170.00
3104,hydroxypalmitoyl sphingomyelin (d18:1/16:0(OH)),Lipid,Sphingomyelins,62851,LC/MS Pos Late,100021000,2056,719.5698,,,,,,,,,394668.00,,556930.00,,1038683.00,,,191219.00,319641.00,,1133195.00,363593.00,,
