PATHWAY SORTORDER,BIOCHEMICAL,SUPER PATHWAY,SUB PATHWAY,COMP ID,PLATFORM,CHEMICAL ID,RI,MASS,PUBCHEM,CAS,KEGG,                                      Group HMDB,CB41,CB42,CB43,CB56,CB58,CB59,CB61,CB62,CB63,CB46,CB47,CB48,CB49,CB50,CB51,CB52,CB53,CB54
1449,fumarate,Energy,TCA Cycle,1643,LC/MS Polar,330,3084,115.0037,444972,100-17-8,C00122,HMDB0000134,2834666,2233572,1976236,1771891.88,3747115,2041008,6517594,4012328.25,7221528,2251409,2996772,3036837,3264637,2714501,2370384,5137767,3520005,7843493
1372,galactonate,Carbohydrate,"Fructose, Mannose and Galactose Metabolism",27719,LC/MS Polar,100001026,3085,195.051,12310779;128869,299-28-5,"C15930,C00880",HMDB0000565,1547463,1914638,955437.06,1346669,2597502,1119559,5160160,2468123,4636517,2315989,667357,1568309,1614550,1588808,1158384,2787812,2331418,3107236
640,gamma-glutamyl-alpha-lysine,Peptide,Gamma-glutamyl Amino Acid,55015,LC/MS Pos Early,100010901,2784,276.1554,65254,,,,2487941,2114155,2102635,3325304.5,4788542,2755871,8159779,6390362,12237296,5152507,2555084.75,4404010.5,4697421.5,4420138,1672851,5264357,4790439,5853033.5
641,gamma-glutamyl-epsilon-lysine,Peptide,Gamma-glutamyl Amino Acid,33934,LC/MS Pos Early,100001262,2725,276.1554,7015685,17105-15-6,,HMDB0003869,488871.97,838837.81,493350,1642617,2265301,872321.94,2932264,3454668,,1894043.75,1136789.5,1405211.5,1295956.13,1479750.25,682065,1709595.13,2859260,2072315.5
632,gamma-glutamylalanine,Peptide,Gamma-glutamyl Amino Acid,37063,LC/MS Pos Early,100001843,1986,219.0976,440103,5875-41-2,C03738,HMDB0029142,351206,173997.98,310942.97,452268,1211804,467162,1375777,824799,1063548,555799,423349,604896,702909,503429,279299,660765,811090,952580
649,gamma-glutamylcitrulline*,Peptide,Gamma-glutamyl Amino Acid,62104,LC/MS Pos Early,100020241,1644,305.1456,,,,,4560588,1983696,2477676,3899480,6665284,5245385,6657729,5837404,3338333,4507601,4180618,4074650,3731374,3728992,4536787,5863176,6681294,5750483
634,gamma-glutamylglutamate,Peptide,Gamma-glutamyl Amino Acid,36738,LC/MS Pos Early,331,1775,277.103,92865,1116-22-9,C05282,HMDB0011737,3229280.25,1143437,1848822,2437743,4026181,2855089,4203264,5416226,2655673,3474481,2063064,2803443,2236316,2644190,1430235,3321176,2583392,3390262
635,gamma-glutamylglutamine,Peptide,Gamma-glutamyl Amino Acid,2730,LC/MS Pos Early,1140,1430,276.119,150914,10148-81-9,C05283,HMDB0011738,24028856,16904694,21671180,38629288,49752608,36173480,55991504,49431708,37483036,45184020,29404562,41505816,37734700,37245544,29476348,39829816,43186624,42859184
636,gamma-glutamylglycine,Peptide,Gamma-glutamyl Amino Acid,33949,LC/MS Pos Early,100001294,1535,205.0819,100099,1948-29-4,,HMDB0011667,12395741,11454395,9168410,16063453,16112169,13834186,16909540,17038616,12957940,17748086,15748061,18463916,17709396,18276068,11410837,20119344,15264013,17860064
637,gamma-glutamylhistidine,Peptide,Gamma-glutamyl Amino Acid,18245,LC/MS Pos Early,1235,2740,285.1194,7017195,37460-15-4,,HMDB0029151,518794,325547,415399,761193,887922,569453,1287699,1021923,1240247,1081978,496334,709614,835883,980140,675809,1047457,939920,1495020
638,gamma-glutamylisoleucine*,Peptide,Gamma-glutamyl Amino Acid,34456,LC/MS Pos Early,100001485,2940,261.1445,22885096,,,HMDB0011170,3470868,2691538,3248226,3154477,4039295,3224663,5975229,4767388,5188518,4326765,4660906,4591967,4511680,4569855,2649742,5329335,4488193,4579217
639,gamma-glutamylleucine,Peptide,Gamma-glutamyl Amino Acid,18369,LC/MS Pos Early,1268,2991,261.1445,151023,2566-39-4,,HMDB0011171,3463784,3222738,3807833,5318637,11963220,4280474,13774174,9553438,10906640,10547416,4406550,8550469,10365777,9412195,3627252,8098641,7559299,9220230
642,gamma-glutamylmethionine,Peptide,Gamma-glutamyl Amino Acid,44872,LC/MS Pos Early,100001313,2640,279.1009,7009567,17663-87-5,,HMDB0029155,17639180,11019631,14755048,12767830,19707294,15273434,18351232,16681194,14056842,19275510,21347928,21497902,13409434,19647814,9611732,23738828,19568994,16219390
643,gamma-glutamylphenylalanine,Peptide,Gamma-glutamyl Amino Acid,33422,LC/MS Pos Early,100000491,2992,295.1289,111299,7432-24-8,,HMDB0000594,1690040,1577329,1898356,2734045,5931551,2284599,6099343,5011580,4938435,5368539,2008688,3984001,4553340,3993486,2883132,3652547,4201977,7827847
644,gamma-glutamylthreonine,Peptide,Gamma-glutamyl Amino Acid,33364,LC/MS Pos Early,100001314,1750,249.1081,76078708,5652-48-2,,HMDB0029159,4942886,3259255,4069183,3764907.75,5183402,4218368,5320408,4512702,5144875.5,5080942,5964887,5236641.5,4369094,5258384,2897740,5947537,5485293,5952719
645,gamma-glutamyltryptophan,Peptide,Gamma-glutamyl Amino Acid,33947,LC/MS Pos Early,100001295,2975,334.1398,3989307,66471-20-3,,HMDB0029160,559885,468734,493102,953102,1300433,853378,2087021,1867936,1459995,1141854,670213,1184481,1386142.13,1258846,917440,1198168,1218711,2502043
646,gamma-glutamyltyrosine,Peptide,Gamma-glutamyl Amino Acid,2734,LC/MS Pos Early,1102,2518,311.1238,94340,7432-23-7,,HMDB0011741,2894958,3856005.75,4505842,5649604,7391754,5174306,9476722,8255031,7043295,6414403,6253466,7688242,7182531,7458772,5675492,8711519,7083520,12052734
647,gamma-glutamylvaline,Peptide,Gamma-glutamyl Amino Acid,43829,LC/MS Pos Early,100001126,2700,247.1289,7015683,2746-34-1,,HMDB0011172,11559870,11667475,9511751,12136012,12485725,13572213,16557885,14477995,15235032,12858306,18933040,14317501,13611445,13379935,11725529,22367736,13881056,16731390
4379,gamma-tocopherol/beta-tocopherol,Cofactors and Vitamins,Tocopherol Metabolism,52473,LC/MS Pos Late,100008998,2384,416.3643,,,"C14152,C02483","HMDB0006335,HMDB0001492",,,,96594,360748,,365116,,126576,189453,,,306566,422836,,302906,239993,92222
4687,genistein,Xenobiotics,Food Component/Plant,32448,LC/MS Neg,100001221,3754,269.0455,5280961,446-72-0,C06563,HMDB0003217,449796,671018,445242,252586.98,822527,278678,843932,443416,291986,348358,1175985,249053.02,190409,207951,589801,575522,306071,506924
4688,genistein glucuronide*,Xenobiotics,Food Component/Plant,62063,LC/MS Neg,100020216,2895,445.0776,,,,,361552,380701.03,272455,145552,343878,107704,336390,226824.98,96032,141770,446485,84266,53150,56336,157928,219013.02,205534,140780
4871,genistein sulfate*,Xenobiotics,Food Component/Plant,62061,LC/MS Neg,100020207,3616,349.0024,,,,,4791086,5185566,5605926,3431175,9191887,5211958,8969503,7305634,7614853.5,5462555,13844250,4467783,3255114,3061477,6552563.5,3627535,5964679.5,9329867
219,gentisate,Amino Acid,Tyrosine Metabolism,18280,LC/MS Neg,100000447,1459.8,153.0193,3469,490-79-9,C00628,HMDB0000152,222540,236373.02,112135,175793,336889,167095,325663,,214125,214165,185050,170773,221157,322461,42777,134882,345911,94410
4802,gluconate,Xenobiotics,Food Component/Plant,587,LC/MS Polar,338,2922,195.051,3085666;10690,527-07-1,C00257,HMDB0000625,2695991,1932233,340431,318795,357114,978921,1666884.13,852702,593411,176249,,411212,353281,320987,201498.02,,190879,832332.94
1223,glucose,Carbohydrate,"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",20488,LC/MS Polar,572,2342,179.0561,5793,50-99-7,C00031,HMDB0000122,537460416,662112000,406363360,494095744,718135744,425418272,972221952,732091328,1099184000,629923520,439149632,675056128,832480640,646584512,444782560,1249864192,684701504,893069376
1406,glucuronate,Carbohydrate,Aminosugar Metabolism,15443,LC/MS Polar,100000257,3233.3,193.0354,441478;94715;23677976;65041;444791,207300-70-7,C16245,HMDB0000127,1782469,2018160,832603,1176880,1964060,1133296,2425252,1758684,2641024,1636631,1000349,1373175,1553282,1618334,923518.06,3818740.25,1632804,2325604
44,glutamate,Amino Acid,Glutamate Metabolism,57,LC/MS Pos Early,561,1500,148.0604,33032,56-86-0,"C00025,C00217",HMDB0000148,380111264,424676480,265561968,304277792,368222592,354829408,332184000,666452480,520402528,495033088,337371456,431647744,266400736,355749504,197817440,453140576,296103744,482323648
45,glutamine,Amino Acid,Glutamate Metabolism,53,LC/MS Polar,563,2969,145.0619,5961,56-85-9,C00064,HMDB0000641,14542211,17596912,24494240,39929408,55155980,32255056,61374996,47330580,69051944,54581964,24178846,42710616,44654644,48525200,41448792,22796018,50359560,70664656
6448,glutamine_degradant*,Partially Characterized Molecules,Partially Characterized Molecules,46225,LC/MS Pos Early,100001540,1900,129.0659,,2353-44-8,,,938605,724227,,1098964,1337220,927818,1455187,985507,859895,1222854,950445,1048624,,442381,953789,,1030327.06,1025604.06
1659,glutarate (C5-DC),Lipid,"Fatty Acid, Dicarboxylate",396,LC/MS Polar,339,2900,131.035,743;4418048,110-94-1,C00489,HMDB0000661,302048,445062,269259,212220.02,480073.03,192166,814743,350581,656291,362751,345344,565332,290777,383382.97,376876,1586806.88,509117,967363
127,glutarylcarnitine (C5-DC),Amino Acid,Lysine Metabolism,44664,LC/MS Pos Early,100001593,2393,276.1442,71317118,102636-82-8,,HMDB0013130,6418264,5564365.5,1465423,816250,1678745,799690,1932760,1290754,1910017,1244065,1045749,1102798,922300.06,1113261,233763,1328012.88,643173,1155895
567,"glutathione, oxidized (GSSG)",Amino Acid,Glutathione Metabolism,27727,LC/MS Pos Early,448,2667,613.1593,65359,103239-24-3,"D00031,C00127",HMDB0003337,8030449.5,10721029,730900,480866,935637.94,714967,874494,2087304,1322636,1019425,1035211,916241.94,399491,435229,691740,16530982,758359,517400.03
1243,glycerate,Carbohydrate,"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",1572,LC/MS Polar,1052,2070.4,105.0193,752;439194,600-19-1,C00258,"HMDB0006372,HMDB0000139",15979289,19149096,11383565,14672234,22702450,16698444,27498722,25406830,28217248,24050858,11709926,20904724,20746408,20367460,9296327,20195000,20610016,21962564
2841,glycerol,Lipid,Glycerolipid Metabolism,15122,LC/MS Neg,1254,758,91.0401,753,56-81-5,C00116,HMDB0000131,6418513,5768970.5,9135347,10956718,7564360,10752062,11868367,12698047,9766006,8211793,7144974,10556141,8586485,11216064,13914384,4653944,14055329,13535703
2842,glycerol 3-phosphate,Lipid,Glycerolipid Metabolism,43847,LC/MS Pos Early,100000258,580,173.021,754,29849-82-9,C0093,HMDB0000126,9572729,10008469,2063457,3708361.75,4175873.25,3286878,3307076,4095253,3064243,3432680,2709118,3077492,1750183,2807185,1517910,6677590.5,2769418,3065922
2240,glycerophosphoethanolamine,Lipid,Phospholipid Metabolism,37455,LC/MS Polar,100001620,3075,214.0486,123874,33049-08-0,C01233,HMDB0000114,204238,168091,209540,258371,319678,187801,449515,760523,698997,418833,127653.01,319685,173158,237286,136210,128191.99,303407,451834
2847,glycerophosphoglycerol,Lipid,Glycerolipid Metabolism,48857,LC/MS Polar,100001619,2430,245.0432,54575349,,C03274,HMDB0240316,385692,359280.97,114671,170597,313168,176131,489624,307734,308696,339593,167193,261566.02,137725,272232,76822,288953,251477,385898
2236,glycerophosphorylcholine (GPC),Lipid,Phospholipid Metabolism,15990,LC/MS Polar,100000269,3003.1,302.101,71920,28319-77-9,C00670,HMDB0000086,600369,427453,735652,1545771,1210505,767331,1725213,2895091,2627361,1543887,540034,1279239,789641,1145585,750876,536824,1240030,2095706
2241,glycerophosphoserine*,Lipid,Phospholipid Metabolism,57404,LC/MS Pos Early,100015666,577,260.053,3081457,,,,137147,63727,54141,86444,73776,83641,101689,156785,147544,114015,62569,65893,81515,68423,,60937,93625,
1,glycine,Amino Acid,"Glycine, Serine and Threonine Metabolism",58,LC/MS Pos Early,340,1375,76.0393,750,56-40-6,C00037,HMDB0000123,60038696,55984800,102449928,102273000,104884064,92529784,108878368,119356744,116882280,110480560,105577720,132157112,99757208,123586112,83266656,32473838,96350536,149017120
6407,glycine conjugate of C6H10O2 (2)*,Partially Characterized Molecules,Partially Characterized Molecules,63653,LC/MS Neg,100021680,2432,170.0823,,,,,2267884,2225435,555705,1316156,996068,648199,1629883,1174812.88,1319794,682640,2293432,724970,1007444,867771,899346,6537614,1162572,678716
4923,glycitein sulfate (2),Xenobiotics,Food Component/Plant,62887,LC/MS Neg,100021092,3400,363.018,,,,,1348898,1609202,1176538,1184312,2739327,1478000,3483389,1464850,2650392,1487262,4039262,1355613,786797,1261160,2539804,2853125,1809701.13,5604966
3468,glyco-beta-muricholate,Lipid,Primary Bile Acid Metabolism,62066,LC/MS Neg,100020214,4762,464.3018,,,,,,,,,124603,142160,160771,234423,202089,189290,1408958,270680,294044,384248,311353,43851,583644,792557
3453,glycocholate,Lipid,Primary Bile Acid Metabolism,18476,LC/MS Neg,342,5163,464.3018,10140,475-31-0;863-57-0,C01921,HMDB0000138,133992,,487632,,537615,564146,743864,1156173,669070,426347.03,2234424,1054718,1105033,786065,1215730,146354,1432175,2766384
6156,glycolate (hydroxyacetate),Xenobiotics,Chemical,15737,LC/MS Polar,203,1790.4,159.0107,757,79-14-1,C00160,HMDB0000115,67294,94656,65008,100384,273899,107530,402957,205508,644799,237083,31659,167032,218022,129844,,128465,115903,425705
3078,"glycosyl ceramide (d18:1/20:0, d16:1/22:0)*",Lipid,Hexosylceramides (HCER),57595,LC/MS Pos Late,100015882,3414,756.6348,,,,,366260,265152,463451,397128,375977,205791,359949,308953,233272,205909,410384,509057,365469,392310,241055,291520,582246,243226.98
3082,"glycosyl ceramide (d18:2/24:1, d18:1/24:2)*",Lipid,Hexosylceramides (HCER),57453,LC/MS Pos Late,100015745,3380,808.6661,,,,,629598,533532,630142,764006,718522.06,589583,855592,806707.94,587093,680899,536569,687819,746491,633023,519751,882233,895611.94,578858
3057,glycosyl-N-palmitoyl-sphingosine (d18:1/16:0),Lipid,Hexosylceramides (HCER),53013,LC/MS Pos Late,100009272,2623,700.5722,,,,,2851721.25,2549004,2952122,3192650.25,3269766.75,1965857.13,3425516.25,2721299,2437204,2214979,1895561,2615113.75,3042081,2581386,1908445,2554743,2939823,2066288
3058,glycosyl-N-stearoyl-sphingosine (d18:1/18:0),Lipid,Hexosylceramides (HCER),52234,LC/MS Pos Late,100001882,3053,728.6035,,,,,149290,152459,239263,158298,140221,,136643,93630,,71337,,119336,86370,109195,,80823,252014,198340
819,glycylleucine,Peptide,Dipeptide,34398,LC/MS Pos Early,100001258,3059,189.1234,92843,869-19-2,C02155,HMDB0000759,87776,77685,32023,,62564,43511,,58349,46455,43372,65138,45519,,34157,39930,160984,79547,55917
829,glycylvaline,Peptide,Dipeptide,18357,LC/MS Pos Early,100000487,2734,175.1077,2724807,1963-21-9,,HMDB0028854,242324.98,261128,,162228,205102,,470516,180059,236329,230484,279861,259514,220476,269887,199168,499750,189700,409854
4498,guaiacol sulfate,Xenobiotics,Benzoate Metabolism,46111,LC/MS Neg,100004208,2344,203.002,22473,,,HMDB0060013,212283,161719,174236,217305,201213,112133.99,441872.97,283099,367136,178634,237022,210706,104279,159285,523417,455354,313771,305749
527,guanidinoacetate,Amino Acid,Creatine Metabolism,43802,LC/MS Pos Early,344,1937,118.0611,763,352-97-6,C00581,HMDB0000128,,,160928,509233,767766,302419,956639,1160258,1048587,762156,136882,473218,446022,318186,407697,,597656,1560435
564,guanidinosuccinate,Amino Acid,Guanidino and Acetamido Metabolism,32446,LC/MS Pos Early,100001212,1892,176.0666,439918,6133-30-8,C03139,HMDB0003157,841330,845096.94,86592,123360.99,581587,300344,836191.94,291177,239611.98,410401,386245,531409,383718,538004,,982440,283534,63794
4177,"guanosine-3',5'-cyclic monophosphate (cGMP)",Nucleotide,"Purine Metabolism, Guanine containing",2827,LC/MS Neg,104,1593,344.0402,135398569,7665-99-8,C00942,HMDB0001314,,,44659,,71238,34959,62257,82788,149710,46066,69516,35761,110073,36219,,29921,57027,47464
4354,gulonate*,Cofactors and Vitamins,Ascorbate and Aldarate Metabolism,46957,LC/MS Polar,100001586,2750,195.051,152304,20246-53-1,C00800,HMDB0003290,21434344,26080022,7402710,10696365,19022542,10876768,37756140,21168500,44398984,18813980,9933658,17717790,20520758,18560962,6046109.5,70167960,20297600,23599510
4404,heme,Cofactors and Vitamins,Hemoglobin and Porphyrin Metabolism,41754,LC/MS Pos Late,100001386,1124,616.1767,26945,14875-96-8,C00032,HMDB0003178,15934107,13697256,14244960,2954478,3482124,1986575,4043115,6960716,9236086,4069705,5475456,4522467,2250514,2285585,8455253,7746415,5298566,4628521
1490,heptanoate (7:0),Lipid,Medium Chain Fatty Acid,1644,LC/MS Neg,925,3670,129.0921,8094,111-14-8,C17714,HMDB0000666,618086,551853,264055,337748,532346,466031,793893,808717,964567,419339,323463,558179,469916,1376312,623378,767665,359554,510282
1812,heptanoyl glycine,Lipid,Fatty Acid Metabolism (Acyl Glycine),42629,LC/MS Neg,100004195,3720,186.1136,10932172,23783-23-5,,HMDB0013010,159962,239567,,,,,,,,,,,,,,4573392,137591,101978.99
1566,hexadecadienoate (16:2n6),Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),57652,LC/MS Neg,100009394,5398,251.2017,13932172,28290-73-5,,HMDB0000477,3622865,3090779,6714313,10575703,4776847,10107711,8864660,9767416,5174266,6985656,5482761,8435805,7747232,9748048,10968129,2784355,11399708,11051155
1695,hexadecanedioate (C16),Lipid,"Fatty Acid, Dicarboxylate",35678,LC/MS Neg,100001614,4615,285.2071,10459,505-54-4,C19615,HMDB0000672,963689.06,956000,951416,846864,882373,949416,886838,1102375,948814,759291,1013499.94,852045,972986,1029300,2576739,918276,1109992,3505095
1551,hexadecatrienoate (16:3n3),Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),57651,LC/MS Neg,100009393,5330,249.186,91820460,7561-64-0,,,249052,87083,342431,401683.97,278429,415006.03,416233.97,418570,329730,338318,290589,368026,392690,473765.97,591420,107635,583492,788393
1696,hexadecenedioate (C16:1-DC)*,Lipid,"Fatty Acid, Dicarboxylate",61862,LC/MS Neg,100019975,4380,283.1915,,,,,1012483.94,636462,801152,451101,821554,898874.06,837917.94,790033,688970,716548,1387682,829698,776448,891309,1978390,727135,1159248,3051610
1844,hexanoylcarnitine (C6),Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Medium Chain)",32328,LC/MS Pos Early,100000781,3358,260.1856,6426853,6920-35-0,,HMDB0000756,619077,840176,364275,855901,706251,959531,1061840,2443102,1204719,929083,448070,1203978,1015529,1060669,2542201,20299372,1348610,2509798
1805,hexanoylglycine (C6),Lipid,Fatty Acid Metabolism (Acyl Glycine),35436,LC/MS Pos Early,100001527,2782,174.1125,99463,24003-67-6,,HMDB0000701,1569981,3137778,662223,2772613,855046,1348774,2254096,3882685,1871697,1458130.13,1312733.88,2423566,3902847,2142828,3838442,50305816,4141621,2681496
4459,hippurate,Xenobiotics,Benzoate Metabolism,15753,LC/MS Neg,100000014,2106.9,178.051,464,495-69-2,C01586,HMDB0000714,87731776,50590736,39733440,67301280,44001096,34488960,104636096,63375288,61774284,25226594,36357096,28943550,23264320,25004716,43819504,96662336,66943084,23043010
88,histamine,Amino Acid,Histidine Metabolism,1574,LC/MS Pos Early,354,3035,112.0869,774,51-45-6,C00388,HMDB0000870,381973,98974,488739,234484,717098,823309,619079,1114053,2025519,2240465,196810,1235108,195918,543909,215921,,369343,277012
70,histidine,Amino Acid,Histidine Metabolism,59,LC/MS Neg,355,755.9,154.0622,6274,5934-29-2,C00135,HMDB0000177,117673304,101873480,158778192,156671248,165286496,163681152,177458976,157085408,164962208,153319072,165141072,164527312,145864256,165580480,170473888,113072968,178630704,206349248
4928,histidine betaine (hercynine)*,Xenobiotics,Food Component/Plant,62278,LC/MS Pos Early,100004059,2094,198.1237,3083620,534-30-5,,,1634869,2089185.13,1563696,1175679,586392,1041553.94,542602,853717.94,831040,1010003,816327,1432540,538285,616569,875999,403380,393709,688865
493,homoarginine,Amino Acid,Urea cycle; Arginine and Proline Metabolism,22137,LC/MS Pos Early,100000961,2882,189.1346,9085,156-86-5,C01924,HMDB0000670,3168370,3565550.25,5159117,3936006.25,3665610,3544919,2718855.5,3393786,5863524,4113990,2895640.75,3033533,3521019,3220558,2940579.75,3193357,3967489.25,3938777
494,homocitrulline,Amino Acid,Urea cycle; Arginine and Proline Metabolism,22138,LC/MS Neg,100000963,789,188.1041,65072,1190-49-4,C02427,HMDB0000679,1644410,2196813,1834575,1727186,2069989,1912357,2146627,1409094,1799371,1835869,1832235,2142875,1938284.13,2094084.88,1492640,2315413,1880873.88,1721359
4930,homostachydrine*,Xenobiotics,Food Component/Plant,33009,LC/MS Pos Early,100001550,1750,158.1176,441447,1195-94-4,C08283,HMDB0033433,12282523,8421324,6001194,3487250,5318705,3129392,4934164,3285281,3810269,3939267,4165987,5441993,4076078,6018182,2282132,4191007.25,4346359,3823557
221,homovanillate sulfate,Amino Acid,Tyrosine Metabolism,38349,LC/MS Neg,100002250,1047,261.0074,29981063,38339-06-9,,HMDB11719,90235,124426,41411,129045,119404,54448,242581,136429,132315,47283,89857,68602,88913,47881,58288,206693,140728,90762
77,hydantoin-5-propionate,Amino Acid,Histidine Metabolism,40473,LC/MS Polar,100002514,2080,171.0411,782,5624-26-0,C05565,HMDB0001212,81009,127791,,36321,45190,,107557,56294,61628,35975,57578,29125,31862,53118,34467,435326,85505,78606
4931,hydroquinone beta-D-glucopyranoside,Xenobiotics,Food Component/Plant,38160,LC/MS Neg,100002220,1520,271.0823,346,497-76-7,C06186,HMDB29943,172968,270872,229963,149969,272819,128228,233061,149377,109900,124062,155753,90486,42472,68670,93719,116915,203651,25077
5962,hydroquinone sulfate,Xenobiotics,Drug - Topical Agents,35322,LC/MS Neg,100001604,1395,188.9863,161220,123-31-9,C00530,HMDB0240263,331762,190820,210276,231043,315794,117433,441582,209530,268265,142733,248684,187323,113900,130482.01,387190,307816,266560,365560
43,hydroxyasparagine,Amino Acid,Alanine and Aspartate Metabolism,62060,LC/MS Pos Early,100020205,1149,149.0557,15991574,,C20631,HMDB32332,133866,128605,68510,192882,179175,127428,288042,250238,278149,164788,116503,123796,173496,137541,148214,225943,213892,149954
4421,hydroxymethylpyrimidine,Cofactors and Vitamins,Thiamine Metabolism,57565,LC/MS Pos Early,100003365,2207,140.0818,777,73-67-6,C01279,,26172360,36338944,12900927,12213099,10582452,8936170,13956102,11148419,11277503,7635366.5,9949895,8756714,6543236,5861101.5,10104291,28647148,12246248,11647388
3104,hydroxypalmitoyl sphingomyelin (d18:1/16:0(OH)),Lipid,Sphingomyelins,62851,LC/MS Pos Late,100021000,2056,719.5698,,,,,1031619,1015310.06,1128459,1161925,995130.06,802900,828927,1011177.94,722070,803874,713609,776589,810756,751128,659209,960240,979735.94,986973.06
3523,hyocholate,Lipid,Secondary Bile Acid Metabolism,34093,LC/MS Neg,100001279,5046,407.2803,92805,547-75-1,C17649,HMDB0000760,,81950,,,42780,71944,,104101,,,383082,42372,,123828,66572,,79542,202447
470,hypotaurine,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",590,LC/MS Polar,358,2763.4,108.0125,107812,300-84-5,C00519,HMDB0000965,,,111772,85444,228625,144117,221084.02,516237,523320,341808,99802,196150.02,106639,131577,149244,,183562,510474
83,imidazole lactate,Amino Acid,Histidine Metabolism,15716,LC/MS Neg,100000263,739.4,155.0462,793,14403-45-3,C05568,HMDB0002320,6049694,4429520,3035578,3972038,4623080,3756863,5724381,3529288,4714108,4420335,2953423,4143666,3917272,4871376,3323422,3258822,2624935,2978130
80,imidazole propionate,Amino Acid,Histidine Metabolism,40730,LC/MS Pos Early,100003434,2263,141.0659,70630,1074-59-5,,HMDB0002271,1431019,465174,1615763,940820.06,1058688,1569714,669920,2504616,1463536,2139069,3526745,4249032,2741014,5193334,1439674,3076246,7462814,6388936
6161,iminodiacetate (IDA),Xenobiotics,Chemical,21025,LC/MS Pos Early,100000900,830,134.0448,8897,142-73-4,C19911,HMDB0011753,12927012,7127410,15619478,2299567,6315038,5115434,99120672,23396788,65418612,21794476,14487851,15628226,16952640,17660440,5344305,2850858,5430972,29364868
316,indole-3-carboxylate,Amino Acid,Tryptophan Metabolism,38116,LC/MS Neg,100002185,1710,160.0404,69867,771-50-6,C19837,HMDB0003320,96657,93325.99,94398,153240,155614,136628,237648,207621,162436,156025,84089,115233,158874,130408,143954,110884,168453,201054
299,indoleacetate,Amino Acid,Tryptophan Metabolism,27513,LC/MS Neg,100001034,2200,174.0561,802,6505-45-9,C00954,HMDB0000197,466192,436098,574006,428051,557144,386617,513387,772063,831855.94,462869,513043,569992,602052,623875,702274,405410,933207,1173312
318,indoleacetylglycine,Amino Acid,Tryptophan Metabolism,54730,LC/MS Neg,100006730,2610,231.0775,446640,,,,687952,775575,240087,449765,376028,201840,685152,841881,469994.03,285306,350646,317472,288905,297790,304246,1241054,765597.94,244099
304,indoleacrylate,Amino Acid,Tryptophan Metabolism,22114,LC/MS Neg,100000800,2511,186.0561,5375048,1204-06-4,,HMDB0000734,1607377,1206105,1622322,1184735,1767983,1475433,1257224,1179959,1487005.13,1137982,1209461,1320346,915829,906626,1584184,879516.06,1438500,3310427.25
298,indolelactate,Amino Acid,Tryptophan Metabolism,18349,LC/MS Neg,100000463,2286,204.0666,92904,832-97-3,C02043,HMDB0000671,18380504,19911506,16738339,21659536,24181296,16624121,26555146,19368108,27216920,15513659,13446525,14630010,16163484,16606524,16138323,22930764,17890882,31819128
305,indolepropionate,Amino Acid,Tryptophan Metabolism,32405,LC/MS Neg,100001083,2795,188.0717,3744,830-96-6,,HMDB0002302,19150212,8715367,16000809,14157192,19402766,15240727,17764216,16014426,21438432,14451512,12014876,14408654,14158213,15894233,19208032,17009116,20530868,28145170
306,indolepropionylglycine,Amino Acid,Tryptophan Metabolism,54917,LC/MS Neg,100010863,2926,245.0932,129691959,,,,335736,278190,66023,282302,196041,131552,448448.97,231178,228173,109289,148764,136547,98809,96842,204206,1081080,287342,102937.01
4935,indolin-2-one,Xenobiotics,Food Component/Plant,43374,LC/MS Pos Early,100004318,2575,134.06,321710,59-48-3,C12312,,3565276,1909889,2298029,653169,1559588,1194800,1484281,1293881,3270235,2626230,2918943,1015610,3146436,3426433.75,2199169,3679000,2876544.25,3858928
323,indoxyl glucuronide,Amino Acid,Tryptophan Metabolism,52749,LC/MS Neg,100008931,1940,308.0776,2733785,35804-66-1,,HMDB0010319,584535,554381,468291,449208,596085,367510,1371479,601942,564451,1202520,1533925,954771,1059355,1445134,2175274,1369334,1546830,1741034
4117,inosine,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",1123,LC/MS Neg,361,1602.1,267.0735,6021,58-63-9,C00294,HMDB0000195,172981,297935,44217,85041,72077,62180,185460,147447,165072,93578,79156,93478,89916,120724,133604,507855,87237,171475
4116,inosine 5'-monophosphate (IMP),Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",2133,LC/MS Pos Early,362,650,349.0544,8582,4691-65-0,C00130,HMDB0000175,77362,474468,147526,,,,116113,1061268,440020,295076,,298484,,,119958,83379,101176,77190
426,isobutyrylcarnitine (C4),Amino Acid,"Leucine, Isoleucine and Valine Metabolism",33441,LC/MS Pos Early,100001055,2810,232.1543,168379,25518-49-4,,HMDB0000736,18640488,10230667,9798252,17543436,13684570,10982422,16225183,14296532,14543050,11154534,6461034.5,6687807,7109542.5,8969204,11773544,84250432,7312297,13740436
